     21.5us,Data=0XFF,1,1,1,
     22us,Data=0XFF,0,1,1,
     22.5us,Data=0XFF,1,1,1,
     23us,Data=0XFF,0,1,1,
     23.5us,Data=0XFF,1,1,1,
     24us,Data=0XFF,0,1,1,
     24.5us,Data=0XFF,1,1,1,
     25us,Data=0XFF,0,1,1,
     25.5us,Data=0XFF,1,1,1,
     26us,Data=0XFF,0,1,1,
     26.5us,Data=0XFF,1,1,1,
     27us,Data=0XFF,0,1,1,
     27.5us,Data=0XFF,1,1,1,
     28us,Data=0XFF,0,1,1,
     28.5us,Unknown,1,1,1,
     29us,Unknown,0,1,1,
     29.5us,Unknown,0,1,1,
     30us,Unknown,0,1,1,
     30.5us,Unknown,0,1,1,
     31us,Unknown,0,1,1,
     31.5us,Unknown,0,1,1,
     32us,Unknown,0,1,1,
     32.5us,Unknown,0,1,1,
     33us,Data=0XDF,1,1,1,
     33.5us,Data=0XDF,0,1,1,
     34us,Data=0XDF,1,1,1,
     34.5us,Data=0XDF,0,1,1,
     35us,Data=0XDF,1,0,1,
     35.5us,Data=0XDF,0,0,1,
     36us,Data=0XDF,1,1,1,
     36.5us,Data=0XDF,0,1,1,
     37us,Data=0XDF,1,1,1,
     37.5us,Data=0XDF,0,1,1,
     38us,Data=0XDF,1,1,1,
     38.5us,Data=0XDF,0,1,1,
     39us,Data=0XDF,1,1,1,
     39.5us,Data=0XDF,0,1,1,
     40us,Unknown,1,1,1,
     40.5us,Unknown,0,1,1,
     41us,Unknown,0,1,1,
     41.5us,Unknown,0,1,1,
     42us,Unknown,0,1,1,
     42.5us,Unknown,0,1,1,
     43us,Unknown,0,1,1,
     43.5us,Unknown,0,1,1,
     44us,Unknown,0,1,1,
     44.5us,Data=0XDE,1,1,1,
     45us,Data=0XDE,0,1,1,
     45.5us,Data=0XDE,1,1,1,
     46us,Data=0XDE,0,1,1,
     46.5us,Data=0XDE,1,0,1,
     47us,Data=0XDE,0,0,1,
     47.5us,Data=0XDE,1,1,1,
     48us,Data=0XDE,0,1,1,
     48.5us,Data=0XDE,1,1,1,
     49us,Data=0XDE,0,1,1,
     49.5us,Data=0XDE,1,1,1,
     50us,Data=0XDE,0,1,1,
     50.5us,Data=0XDE,1,1,1,
     51us,Data=0XDE,0,1,1,
     51.5us,Unknown,1,0,1,
     52us,Unknown,0,0,1,
     52.5us,Unknown,0,0,1,
     53us,Unknown,0,0,1,
     53.5us,Unknown,0,0,1,
     54us,Unknown,0,0,1,
     54.5us,Unknown,0,0,1,
     55us,Unknown,0,0,1,
     55.5us,Unknown,0,0,1,
     56us,Unknown,0,0,1,
     56.5us,Unknown,0,0,1,
     57us,Unknown,0,0,1,
     57.5us,Unknown,0,0,1,
     58us,Unknown,0,0,1,
     58.5us,Unknown,0,0,1,
     59us,Unknown,0,0,1,
     59.5us,Unknown,0,0,1,
     60us,Unknown,0,0,1,
     60.5us,Unknown,0,0,1,
     61us,Unknown,0,0,1,
     61.5us,Unknown,0,0,1,
     62us,Unknown,0,0,1,
     62.5us,Unknown,0,0,1,
     63us,Unknown,0,0,1,
     63.5us,Unknown,0,0,1,
     64us,Unknown,0,0,1,
     64.5us,Unknown,0,0,0,
     65us,Unknown,0,0,0,
     65.5us,Unknown,0,0,0,
     66us,Unknown,0,0,0,
     66.5us,Unknown,0,0,0,
     67us,Unknown,0,0,0,
     67.5us,Unknown,0,0,0,
     68us,Unknown,0,0,0,
     68.5us,Unknown,0,0,0,
     69us,Unknown,0,0,0,
     69.5us,Unknown,0,0,0,
     70us,Unknown,0,0,0,
     70.5us,Unknown,0,0,0,
     71us,Unknown,0,0,0,
     71.5us,Unknown,0,0,0,
     72us,Unknown,0,0,0,
     72.5us,Unknown,0,0,0,
     73us,Unknown,0,0,0,
     73.5us,Unknown,0,0,0,
     74us,Unknown,0,0,0,
     74.5us,Unknown,0,0,0,
     75us,Unknown,0,0,1,
     75.5us,Unknown,0,0,1,
     76us,Unknown,0,0,1,
     76.5us,Unknown,0,0,1,
     77us,Unknown,0,0,1,
     77.5us,Unknown,0,0,1,
     78us,Unknown,0,0,1,
     78.5us,Unknown,0,0,1,
     79us,Unknown,0,0,1,
     79.5us,Unknown,0,0,1,
     80us,Unknown,0,0,1,
     80.5us,Unknown,0,0,1,
     81us,Unknown,0,0,1,
     81.5us,Unknown,0,0,1,
     82us,Unknown,0,0,1,
     82.5us,Unknown,0,0,1,
     83us,Unknown,0,0,1,
     83.5us,Unknown,0,0,1,
     84us,Unknown,0,0,1,
     84.5us,Unknown,0,0,1,
     85us,Unknown,0,0,1,
     85.5us,Unknown,0,0,1,
     86us,Unknown,0,0,1,
     86.5us,Unknown,0,0,1,
     87us,Unknown,0,0,1,
     87.5us,Unknown,0,0,1,
     88us,Unknown,0,0,1,
     88.5us,Unknown,0,0,1,
     89us,Unknown,0,0,1,
     89.5us,Unknown,0,0,1,
     90us,Unknown,0,0,1,
     90.5us,Unknown,0,0,1,
     91us,Unknown,0,0,1,
     91.5us,Unknown,0,0,1,
     92us,Unknown,0,0,1,
     92.5us,Unknown,0,0,1,
     93us,Unknown,0,0,1,
     93.5us,Unknown,0,0,1,
     94us,Unknown,0,0,1,
     94.5us,Unknown,0,0,1,
     95us,Unknown,0,0,1,
     95.5us,Unknown,0,0,1,
     96us,Unknown,0,0,1,
     96.5us,Unknown,0,0,1,
     97us,Unknown,0,0,1,
     97.5us,Unknown,0,0,1,
     98us,Unknown,0,0,1,
     98.5us,Unknown,0,0,1,
     99us,Unknown,0,0,1,
     99.5us,Unknown,0,0,1,
     100us,Unknown,0,0,1,
     100.5us,Unknown,0,0,1,
     101us,Unknown,0,0,1,
     101.5us,Unknown,0,0,1,
     102us,Unknown,0,0,1,
     102.5us,Unknown,0,0,1,
     103us,Unknown,0,0,1,
     103.5us,Unknown,0,0,1,
     104us,Unknown,0,0,1,
     104.5us,Unknown,0,0,1,
     105us,Unknown,0,0,1,
     105.5us,Unknown,0,0,1,
     106us,Unknown,0,0,1,
     106.5us,Unknown,0,0,1,
     107us,Unknown,0,0,1,
     107.5us,Unknown,0,0,1,
     108us,Unknown,0,0,1,
     108.5us,Unknown,0,0,1,
     109us,Unknown,0,0,1,
     109.5us,Unknown,0,0,1,
     110us,Unknown,0,0,1,
     110.5us,Unknown,0,0,1,
     111us,Unknown,0,0,1,
     111.5us,Unknown,0,0,1,
     112us,Unknown,0,0,1,
     112.5us,Unknown,0,0,1,
     113us,Unknown,0,0,1,
     113.5us,Unknown,0,0,1,
     114us,Unknown,0,0,1,
     114.5us,Unknown,0,0,1,
     115us,Unknown,0,0,1,
     115.5us,Unknown,0,0,1,
     116us,Unknown,0,0,1,
     116.5us,Unknown,0,0,1,
     117us,Unknown,0,0,1,
     117.5us,Unknown,0,0,1,
     118us,Unknown,0,0,1,
     118.5us,Unknown,0,0,1,
     119us,Unknown,0,0,1,
     119.5us,Unknown,0,0,1,
     120us,Unknown,0,0,1,
     120.5us,Unknown,0,0,1,
     121us,Unknown,0,0,1,
     121.5us,Unknown,0,0,1,
     122us,Unknown,0,0,1,
     122.5us,Unknown,0,0,1,
     123us,Unknown,0,0,1,
     123.5us,Unknown,0,0,1,
     124us,Unknown,0,0,1,
     124.5us,Unknown,0,0,1,
     125us,Unknown,0,0,1,
     125.5us,Unknown,0,0,1,
     126us,Unknown,0,0,1,
     126.5us,Unknown,0,0,1,
     127us,Unknown,0,0,1,
     127.5us,Unknown,0,0,1,
     128us,Unknown,0,0,1,
     128.5us,Unknown,0,0,1,
     129us,Unknown,0,0,1,
     129.5us,Unknown,0,0,1,
     130us,Unknown,0,0,1,
     130.5us,Unknown,0,0,1,
     131us,Unknown,0,0,1,
     131.5us,Unknown,0,0,1,
     132us,Unknown,0,0,1,
     132.5us,Unknown,0,0,1,
     133us,Unknown,0,0,1,
     133.5us,Unknown,0,0,1,
     134us,Unknown,0,0,1,
     134.5us,Unknown,0,0,1,
     135us,Unknown,0,0,1,
     135.5us,Unknown,0,0,1,
     136us,Unknown,0,0,1,
     136.5us,Unknown,0,0,1,
     137us,Unknown,0,0,1,
     137.5us,Unknown,0,0,1,
     138us,Unknown,0,0,1,
     138.5us,Unknown,0,0,1,
     139us,Unknown,0,0,1,
     139.5us,Unknown,0,0,1,
     140us,Unknown,0,0,1,
     140.5us,Unknown,0,0,1,
     141us,Unknown,0,0,1,
     141.5us,Unknown,0,0,1,
     142us,Unknown,0,0,1,
     142.5us,Unknown,0,0,1,
     143us,Unknown,0,0,1,
     143.5us,Unknown,0,0,1,
     144us,Unknown,0,0,1,
     144.5us,Unknown,0,0,1,
     145us,Unknown,0,0,1,
     145.5us,Unknown,0,0,1,
     146us,Unknown,0,0,1,
     146.5us,Unknown,0,0,1,
     147us,Unknown,0,0,1,
     147.5us,Unknown,0,0,1,
     148us,Unknown,0,0,1,
     148.5us,Unknown,0,0,1,
     149us,Unknown,0,0,1,
     149.5us,Unknown,0,0,1,
     150us,Unknown,0,0,1,
     150.5us,Unknown,0,0,1,
     151us,Unknown,0,0,1,
     151.5us,Unknown,0,0,1,
     152us,Unknown,0,0,1,
     152.5us,Unknown,0,0,1,
     153us,Unknown,0,0,1,
     153.5us,Unknown,0,0,1,
     154us,Unknown,0,0,1,
     154.5us,Unknown,0,0,1,
     155us,Unknown,0,0,1,
     155.5us,Unknown,0,0,1,
     156us,Unknown,0,0,1,
     156.5us,Unknown,0,0,1,
     157us,Unknown,0,0,1,
     157.5us,Unknown,0,0,1,
     158us,Unknown,0,0,1,
     158.5us,Unknown,0,0,1,
     159us,Unknown,0,0,1,
     159.5us,Unknown,0,0,1,
     160us,Unknown,0,0,1,
     160.5us,Unknown,0,0,1,
     161us,Unknown,0,0,1,
     161.5us,Unknown,0,0,1,
     162us,Unknown,0,0,1,
     162.5us,Unknown,0,0,1,
     163us,Unknown,0,0,1,
     163.5us,Unknown,0,0,1,
     164us,Unknown,0,0,1,
     164.5us,Unknown,0,0,1,
     165us,Unknown,0,0,1,
     165.5us,Unknown,0,0,1,
     166us,Unknown,0,0,1,
     166.5us,Unknown,0,0,1,
     167us,Unknown,0,0,1,
     167.5us,Unknown,0,0,1,
     168us,Unknown,0,0,1,
     168.5us,Unknown,0,0,1,
     169us,Unknown,0,0,1,
     169.5us,Unknown,0,0,1,
     170us,Unknown,0,0,1,
     170.5us,Unknown,0,0,1,
     171us,Unknown,0,0,1,
     171.5us,Unknown,0,0,1,
     172us,Unknown,0,0,1,
     172.5us,Unknown,0,0,1,
     173us,Unknown,0,0,1,
     173.5us,Unknown,0,0,1,
     174us,Unknown,0,0,1,
     174.5us,Unknown,0,0,1,
     175us,Unknown,0,0,1,
     175.5us,Unknown,0,0,1,
     176us,Unknown,0,0,1,
     176.5us,Unknown,0,0,1,
     177us,Unknown,0,0,1,
     177.5us,Unknown,0,0,1,
     178us,Unknown,0,0,1,
     178.5us,Unknown,0,0,1,
     179us,Unknown,0,0,1,
     179.5us,Unknown,0,0,1,
     180us,Unknown,0,0,1,
     180.5us,Unknown,0,0,1,
     181us,Unknown,0,0,1,
     181.5us,Unknown,0,0,1,
     182us,Unknown,0,0,1,
     182.5us,Unknown,0,0,1,
     183us,Unknown,0,0,1,
     183.5us,Unknown,0,0,1,
     184us,Unknown,0,0,1,
     184.5us,Unknown,0,0,1,
     185us,Unknown,0,0,1,
     185.5us,Unknown,0,0,1,
     186us,Unknown,0,0,1,
     186.5us,Unknown,0,0,1,
     187us,Unknown,0,0,1,
     187.5us,Unknown,0,0,1,
     188us,Unknown,0,0,1,
     188.5us,Unknown,0,0,1,
     189us,Unknown,0,0,1,
     189.5us,Unknown,0,0,1,
     190us,Unknown,0,0,1,
     190.5us,Unknown,0,0,1,
     191us,Unknown,0,0,1,
     191.5us,Unknown,0,0,1,
     192us,Unknown,0,0,1,
     192.5us,Unknown,0,0,1,
     193us,Unknown,0,0,1,
     193.5us,Unknown,0,0,1,
     194us,Unknown,0,0,1,
     194.5us,Unknown,0,0,1,
     195us,Unknown,0,0,1,
     195.5us,Unknown,0,0,1,
     196us,Unknown,0,0,1,
     196.5us,Unknown,0,0,1,
     197us,Unknown,0,0,1,
     197.5us,Unknown,0,0,1,
     198us,Unknown,0,0,1,
     198.5us,Unknown,0,0,1,
     199us,Unknown,0,0,1,
     199.5us,Unknown,0,0,1,
     200us,Unknown,0,0,1,
     200.5us,Unknown,0,0,1,
     201us,Unknown,0,0,1,
     201.5us,Unknown,0,0,1,
     202us,Unknown,0,0,1,
     202.5us,Unknown,0,0,1,
     203us,Unknown,0,0,1,
     203.5us,Unknown,0,0,1,
     204us,Unknown,0,0,1,
     204.5us,Unknown,0,0,1,
     205us,Unknown,0,0,1,
     205.5us,Unknown,0,0,1,
     206us,Unknown,0,0,1,
     206.5us,Unknown,0,0,1,
     207us,Unknown,0,0,1,
     207.5us,Unknown,0,0,1,
     208us,Unknown,0,0,1,
     208.5us,Unknown,0,0,1,
     209us,Unknown,0,0,1,
     209.5us,Unknown,0,0,1,
     210us,Unknown,0,0,1,
     210.5us,Unknown,0,0,1,
     211us,Unknown,0,0,1,
     211.5us,Unknown,0,0,1,
     212us,Unknown,0,0,1,
     212.5us,Unknown,0,0,1,
     213us,Unknown,0,0,1,
     213.5us,Unknown,0,0,1,
     214us,Unknown,0,0,1,
     214.5us,Unknown,0,0,1,
     215us,Unknown,0,0,1,
     215.5us,Unknown,0,0,1,
     216us,Unknown,0,0,1,
     216.5us,Unknown,0,0,1,
     217us,Unknown,0,0,1,
     217.5us,Unknown,0,0,1,
     218us,Unknown,0,0,1,
     218.5us,Unknown,0,0,1,
     219us,Unknown,0,0,1,
     219.5us,Unknown,0,0,1,
     220us,Unknown,0,0,1,
     220.5us,Unknown,0,0,1,
     221us,Unknown,0,0,1,
     221.5us,Unknown,0,0,1,
     222us,Unknown,0,0,1,
     222.5us,Unknown,0,0,1,
     223us,Unknown,0,0,1,
     223.5us,Unknown,0,0,1,
     224us,Unknown,0,0,1,
     224.5us,Unknown,0,0,1,
     225us,Unknown,0,0,1,
     225.5us,Unknown,0,0,1,
     226us,Unknown,0,0,1,
     226.5us,Unknown,0,0,1,
     227us,Unknown,0,0,1,
     227.5us,Unknown,0,0,1,
     228us,Unknown,0,0,1,
     228.5us,Unknown,0,0,1,
     229us,Unknown,0,0,1,
     229.5us,Unknown,0,0,1,
     230us,Unknown,0,0,1,
     230.5us,Unknown,0,0,1,
     231us,Unknown,0,0,1,
     231.5us,Unknown,0,0,1,
     232us,Unknown,0,0,1,
     232.5us,Unknown,0,0,1,
     233us,Unknown,0,0,1,
     233.5us,Unknown,0,0,1,
     234us,Unknown,0,0,1,
     234.5us,Unknown,0,0,1,
     235us,Unknown,0,0,1,
     235.5us,Unknown,0,0,1,
     236us,Unknown,0,0,1,
     236.5us,Unknown,0,0,1,
     237us,Unknown,0,0,1,
     237.5us,Unknown,0,0,1,
     238us,Unknown,0,0,1,
     238.5us,Unknown,0,0,1,
     239us,Unknown,0,0,1,
     239.5us,Unknown,0,0,1,
     240us,Unknown,0,0,1,
     240.5us,Unknown,0,0,1,
     241us,Unknown,0,0,1,
     241.5us,Unknown,0,0,1,
     242us,Unknown,0,0,1,
     242.5us,Unknown,0,0,1,
     243us,Unknown,0,0,1,
     243.5us,Unknown,0,0,1,
     244us,Unknown,0,0,1,
     244.5us,Unknown,0,0,1,
     245us,Unknown,0,0,1,
     245.5us,Unknown,0,0,1,
     246us,Unknown,0,0,1,
     246.5us,Unknown,0,0,1,
     247us,Unknown,0,0,1,
     247.5us,Unknown,0,0,1,
     248us,Unknown,0,0,1,
     248.5us,Unknown,0,0,1,
     249us,Unknown,0,0,1,
     249.5us,Unknown,0,0,1,
     250us,Unknown,0,0,1,
     250.5us,Unknown,0,0,1,
     251us,Unknown,0,0,1,
     251.5us,Unknown,0,0,1,
     252us,Unknown,0,0,1,
     252.5us,Unknown,0,0,1,
     253us,Unknown,0,0,1,
     253.5us,Unknown,0,0,1,
     254us,Unknown,0,0,1,
     254.5us,Unknown,0,0,1,
     255us,Unknown,0,0,1,
     255.5us,Unknown,0,0,1,
     256us,Unknown,0,0,1,
     256.5us,Unknown,0,0,1,
     257us,Unknown,0,0,1,
     257.5us,Unknown,0,0,1,
     258us,Unknown,0,0,1,
     258.5us,Unknown,0,0,1,
     259us,Unknown,0,0,1,
     259.5us,Unknown,0,0,1,
     260us,Unknown,0,0,1,
     260.5us,Unknown,0,0,1,
     261us,Unknown,0,0,1,
     261.5us,Unknown,0,0,1,
     262us,Unknown,0,0,1,
     262.5us,Unknown,0,0,1,
     263us,Unknown,0,0,1,
     263.5us,Unknown,0,0,1,
     264us,Unknown,0,0,1,
     264.5us,Unknown,0,0,1,
     265us,Unknown,0,0,1,
     265.5us,Unknown,0,0,1,
     266us,Unknown,0,0,1,
     266.5us,Unknown,0,0,1,
     267us,Unknown,0,0,1,
     267.5us,Unknown,0,0,1,
     268us,Unknown,0,0,1,
     268.5us,Unknown,0,0,1,
     269us,Unknown,0,0,1,
     269.5us,Unknown,0,0,1,
     270us,Unknown,0,0,1,
     270.5us,Unknown,0,0,1,
     271us,Unknown,0,0,1,
     271.5us,Unknown,0,0,1,
     272us,Unknown,0,0,1,
     272.5us,Unknown,0,0,1,
     273us,Unknown,0,0,1,
     273.5us,Unknown,0,0,1,
     274us,Unknown,0,0,1,
     274.5us,Unknown,0,0,1,
     275us,Unknown,0,0,1,
     275.5us,Unknown,0,0,1,
     276us,Unknown,0,0,1,
     276.5us,Unknown,0,0,1,
     277us,Unknown,0,0,1,
     277.5us,Unknown,0,0,1,
     278us,Unknown,0,0,1,
     278.5us,Unknown,0,0,1,
     279us,Unknown,0,0,1,
     279.5us,Unknown,0,0,1,
     280us,Unknown,0,0,1,
     280.5us,Unknown,0,0,1,
     281us,Unknown,0,0,1,
     281.5us,Unknown,0,0,1,
     282us,Unknown,0,0,1,
     282.5us,Unknown,0,0,1,
     283us,Unknown,0,0,1,
     283.5us,Unknown,0,0,1,
     284us,Unknown,0,0,1,
     284.5us,Unknown,0,0,1,
     285us,Unknown,0,0,1,
     285.5us,Unknown,0,0,1,
     286us,Unknown,0,0,1,
     286.5us,Unknown,0,0,1,
     287us,Unknown,0,0,1,
     287.5us,Unknown,0,0,1,
     288us,Unknown,0,0,1,
     288.5us,Unknown,0,0,1,
     289us,Unknown,0,0,1,
     289.5us,Unknown,0,0,1,
     290us,Unknown,0,0,1,
     290.5us,Unknown,0,0,1,
     291us,Unknown,0,0,1,
     291.5us,Unknown,0,0,1,
     292us,Unknown,0,0,1,
     292.5us,Unknown,0,0,1,
     293us,Unknown,0,0,1,
     293.5us,Unknown,0,0,1,
     294us,Unknown,0,0,1,
     294.5us,Unknown,0,0,1,
     295us,Unknown,0,0,1,
     295.5us,Unknown,0,0,1,
     296us,Unknown,0,0,1,
     296.5us,Unknown,0,0,1,
     297us,Unknown,0,0,1,
     297.5us,Unknown,0,0,1,
     298us,Unknown,0,0,1,
     298.5us,Unknown,0,0,1,
     299us,Unknown,0,0,1,
     299.5us,Unknown,0,0,1,
     300us,Unknown,0,0,1,
     300.5us,Unknown,0,0,1,
     301us,Unknown,0,0,1,
     301.5us,Unknown,0,0,1,
     302us,Unknown,0,0,1,
     302.5us,Unknown,0,0,1,
     303us,Unknown,0,0,1,
     303.5us,Unknown,0,0,1,
     304us,Unknown,0,0,1,
     304.5us,Unknown,0,0,1,
     305us,Unknown,0,0,1,
     305.5us,Unknown,0,0,1,
     306us,Unknown,0,0,1,
     306.5us,Unknown,0,0,1,
     307us,Unknown,0,0,1,
     307.5us,Unknown,0,0,1,
     308us,Unknown,0,0,1,
     308.5us,Unknown,0,0,1,
     309us,Unknown,0,0,1,
     309.5us,Unknown,0,0,1,
     310us,Unknown,0,0,1,
     310.5us,Unknown,0,0,1,
     311us,Unknown,0,0,1,
     311.5us,Unknown,0,0,1,
     312us,Unknown,0,0,1,
     312.5us,Unknown,0,0,1,
     313us,Unknown,0,0,1,
     313.5us,Unknown,0,0,1,
     314us,Unknown,0,0,1,
     314.5us,Unknown,0,0,1,
     315us,Unknown,0,0,1,
     315.5us,Unknown,0,0,1,
     316us,Unknown,0,0,1,
     316.5us,Unknown,0,0,1,
     317us,Unknown,0,0,1,
     317.5us,Unknown,0,0,1,
     318us,Unknown,0,0,1,
     318.5us,Unknown,0,0,1,
     319us,Unknown,0,0,1,
     319.5us,Unknown,0,0,1,
     320us,Unknown,0,0,1,
     320.5us,Unknown,0,0,1,
     321us,Unknown,0,0,1,
     321.5us,Unknown,0,0,1,
     322us,Unknown,0,0,1,
     322.5us,Unknown,0,0,1,
     323us,Unknown,0,0,1,
     323.5us,Unknown,0,0,1,
     324us,Unknown,0,0,1,
     324.5us,Unknown,0,0,1,
     325us,Unknown,0,0,1,
     325.5us,Unknown,0,0,1,
     326us,Unknown,0,0,1,
     326.5us,Unknown,0,0,1,
     327us,Unknown,0,0,1,
     327.5us,Unknown,0,0,1,
     328us,Unknown,0,0,1,
     328.5us,Unknown,0,0,1,
     329us,Unknown,0,0,1,
     329.5us,Unknown,0,0,1,
     330us,Unknown,0,0,1,
     330.5us,Unknown,0,0,1,
     331us,Unknown,0,0,1,
     331.5us,Unknown,0,0,1,
     332us,Unknown,0,0,1,
     332.5us,Unknown,0,0,1,
     333us,Unknown,0,0,1,
     333.5us,Unknown,0,0,1,
     334us,Unknown,0,0,1,
     334.5us,Unknown,0,0,1,
     335us,Unknown,0,0,1,
     335.5us,Unknown,0,0,1,
     336us,Unknown,0,0,1,
     336.5us,Unknown,0,0,1,
     337us,Unknown,0,0,1,
     337.5us,Unknown,0,0,1,
     338us,Unknown,0,0,1,
     338.5us,Unknown,0,0,1,
     339us,Unknown,0,0,1,
     339.5us,Unknown,0,0,1,
     340us,Unknown,0,0,1,
     340.5us,Unknown,0,0,1,
     341us,Unknown,0,0,1,
     341.5us,Unknown,0,0,1,
     342us,Unknown,0,0,1,
     342.5us,Unknown,0,0,1,
     343us,Unknown,0,0,1,
     343.5us,Unknown,0,0,1,
     344us,Unknown,0,0,1,
     344.5us,Unknown,0,0,1,
     345us,Unknown,0,0,1,
     345.5us,Unknown,0,0,1,
     346us,Unknown,0,0,1,
     346.5us,Unknown,0,0,1,
     347us,Unknown,0,0,1,
     347.5us,Unknown,0,0,1,
     348us,Unknown,0,0,1,
     348.5us,Unknown,0,0,1,
     349us,Unknown,0,0,1,
     349.5us,Unknown,0,0,1,
     350us,Unknown,0,0,1,
     350.5us,Unknown,0,0,1,
     351us,Unknown,0,0,1,
     351.5us,Unknown,0,0,1,
     352us,Unknown,0,0,1,
     352.5us,Unknown,0,0,1,
     353us,Unknown,0,0,1,
     353.5us,Unknown,0,0,1,
     354us,Unknown,0,0,1,
     354.5us,Unknown,0,0,1,
     355us,Unknown,0,0,1,
     355.5us,Unknown,0,0,1,
     356us,Unknown,0,0,1,
     356.5us,Unknown,0,0,1,
     357us,Unknown,0,0,1,
     357.5us,Unknown,0,0,1,
     358us,Unknown,0,0,1,
     358.5us,Unknown,0,0,1,
     359us,Unknown,0,0,1,
     359.5us,Unknown,0,0,1,
     360us,Unknown,0,0,1,
     360.5us,Unknown,0,0,1,
     361us,Unknown,0,0,1,
     361.5us,Unknown,0,0,1,
     362us,Unknown,0,0,1,
     362.5us,Unknown,0,0,1,
     363us,Unknown,0,0,1,
     363.5us,Unknown,0,0,1,
     364us,Unknown,0,0,1,
     364.5us,Unknown,0,0,1,
     365us,Unknown,0,0,1,
     365.5us,Unknown,0,0,1,
     366us,Unknown,0,0,1,
     366.5us,Unknown,0,0,1,
     367us,Unknown,0,0,1,
     367.5us,Unknown,0,0,1,
     368us,Unknown,0,0,1,
     368.5us,Unknown,0,0,1,
     369us,Unknown,0,0,1,
     369.5us,Unknown,0,0,1,
     370us,Unknown,0,0,1,
     370.5us,Unknown,0,0,1,
     371us,Unknown,0,0,1,
     371.5us,Unknown,0,0,1,
     372us,Unknown,0,0,1,
     372.5us,Unknown,0,0,1,
     373us,Unknown,0,0,1,
     373.5us,Unknown,0,0,1,
     374us,Unknown,0,0,1,
     374.5us,Unknown,0,0,1,
     375us,Unknown,0,0,1,
     375.5us,Unknown,0,0,1,
     376us,Unknown,0,0,1,
     376.5us,Unknown,0,0,1,
     377us,Unknown,0,0,1,
     377.5us,Unknown,0,0,1,
     378us,Unknown,0,0,1,
     378.5us,Unknown,0,0,1,
     379us,Unknown,0,0,1,
     379.5us,Unknown,0,0,1,
     380us,Unknown,0,0,1,
     380.5us,Unknown,0,0,1,
     381us,Unknown,0,0,1,
     381.5us,Unknown,0,0,1,
