,,,,,
//Sieve out the display of the data.
------------------------------------------------------------------------------------------------
The style of the Data's display of Bus is Hexadecimal.
A Bar position: -16.1255ms 	T Bar position: 0ns 	B Bar position: -11.7505ms
//Channel name,| Bus1,*A0,*A1,*A2,
     104.5895ms,Unknown,0,0,1,
     104.59ms,Unknown,0,0,1,
     104.5905ms,Unknown,0,0,1,
     104.591ms,Unknown,0,0,1,
     104.5915ms,Unknown,0,0,1,
     104.592ms,Unknown,0,0,1,
     104.5925ms,Unknown,0,0,1,
     104.593ms,Unknown,0,0,1,
     104.5935ms,Unknown,0,0,1,
     104.594ms,Unknown,0,0,1,
     104.5945ms,Unknown,0,0,1,
     104.595ms,Unknown,0,0,1,
     104.5955ms,Unknown,0,0,1,
     104.596ms,Unknown,0,0,1,
     104.5965ms,Unknown,0,0,1,
     104.597ms,Unknown,0,0,1,
     104.5975ms,Unknown,0,0,1,
     104.598ms,Unknown,0,0,1,
     104.5985ms,Unknown,0,0,1,
     104.599ms,Unknown,0,0,1,
     104.5995ms,Unknown,0,0,1,
     104.6ms,Unknown,0,0,1,
     104.6005ms,Unknown,0,0,1,
     104.601ms,Unknown,0,0,1,
     104.6015ms,Unknown,0,0,1,
     104.602ms,Unknown,0,0,1,
     104.6025ms,Unknown,0,0,1,
     104.603ms,Unknown,0,0,1,
     104.6035ms,Unknown,0,0,1,
     104.604ms,Unknown,0,0,1,
     104.6045ms,Unknown,0,0,1,
     104.605ms,Unknown,0,0,1,
     104.6055ms,Unknown,0,0,1,
     104.606ms,Unknown,0,0,1,
     104.6065ms,Unknown,0,0,1,
     104.607ms,Unknown,0,0,1,
     104.6075ms,Unknown,0,0,1,
     104.608ms,Unknown,0,0,1,
     104.6085ms,Unknown,0,0,1,
     104.609ms,Unknown,0,0,1,
     104.6095ms,Unknown,0,0,1,
     104.61ms,Unknown,0,0,1,
     104.6105ms,Unknown,0,0,1,
     104.611ms,Unknown,0,0,1,
     104.6115ms,Unknown,0,0,1,
     104.612ms,Unknown,0,0,1,
     104.6125ms,Unknown,0,0,1,
     104.613ms,Unknown,0,0,1,
     104.6135ms,Unknown,0,0,1,
     104.614ms,Unknown,0,0,1,
     104.6145ms,Unknown,0,0,1,
     104.615ms,Unknown,0,0,1,
     104.6155ms,Unknown,0,0,1,
     104.616ms,Unknown,0,0,1,
     104.6165ms,Unknown,0,0,1,
     104.617ms,Unknown,0,0,1,
     104.6175ms,Unknown,0,0,1,
     104.618ms,Unknown,0,0,1,
     104.6185ms,Unknown,0,0,1,
     104.619ms,Unknown,0,0,1,
     104.6195ms,Unknown,0,0,1,
     104.62ms,Unknown,0,0,1,
     104.6205ms,Unknown,0,0,1,
     104.621ms,Unknown,0,0,1,
     104.6215ms,Unknown,0,0,1,
     104.622ms,Unknown,0,0,1,
     104.6225ms,Unknown,0,0,1,
     104.623ms,Unknown,0,0,1,
     104.6235ms,Unknown,0,0,1,
     104.624ms,Unknown,0,0,1,
     104.6245ms,Unknown,0,0,1,
     104.625ms,Unknown,0,0,1,
     104.6255ms,Unknown,0,0,1,
     104.626ms,Unknown,0,0,1,
     104.6265ms,Unknown,0,0,1,
     104.627ms,Unknown,0,0,1,
     104.6275ms,Unknown,0,0,1,
     104.628ms,Unknown,0,0,1,
     104.6285ms,Unknown,0,0,1,
     104.629ms,Unknown,0,0,1,
     104.6295ms,Unknown,0,0,1,
     104.63ms,Unknown,0,0,1,
     104.6305ms,Unknown,0,0,1,
     104.631ms,Unknown,0,0,1,
     104.6315ms,Unknown,0,0,1,
     104.632ms,Unknown,0,0,1,
     104.6325ms,Unknown,0,0,1,
     104.633ms,Unknown,0,0,1,
     104.6335ms,Unknown,0,0,1,
     104.634ms,Unknown,0,0,1,
     104.6345ms,Unknown,0,0,1,
     104.635ms,Unknown,0,0,1,
     104.6355ms,Unknown,0,0,1,
     104.636ms,Unknown,0,0,1,
     104.6365ms,Unknown,0,0,1,
     104.637ms,Unknown,0,0,1,
     104.6375ms,Unknown,0,0,1,
     104.638ms,Unknown,0,0,1,
     104.6385ms,Unknown,0,0,1,
     104.639ms,Unknown,0,0,1,
     104.6395ms,Unknown,0,0,1,
     104.64ms,Unknown,0,0,1,
     104.6405ms,Unknown,0,0,1,
     104.641ms,Unknown,0,0,1,
     104.6415ms,Unknown,0,0,1,
     104.642ms,Unknown,0,0,1,
     104.6425ms,Unknown,0,0,1,
     104.643ms,Unknown,0,0,1,
     104.6435ms,Unknown,0,0,1,
     104.644ms,Unknown,0,0,1,
     104.6445ms,Unknown,0,0,1,
     104.645ms,Unknown,0,0,1,
     104.6455ms,Unknown,0,0,1,
     104.646ms,Unknown,0,0,1,
     104.6465ms,Unknown,0,0,1,
     104.647ms,Unknown,0,0,1,
     104.6475ms,Unknown,0,0,1,
     104.648ms,Unknown,0,0,1,
     104.6485ms,Unknown,0,0,1,
     104.649ms,Unknown,0,0,1,
     104.6495ms,Unknown,0,0,1,
     104.65ms,Unknown,0,0,1,
     104.6505ms,Unknown,0,0,1,
     104.651ms,Unknown,0,0,1,
     104.6515ms,Unknown,0,0,1,
     104.652ms,Unknown,0,0,1,
     104.6525ms,Unknown,0,0,1,
     104.653ms,Unknown,0,0,1,
     104.6535ms,Unknown,0,0,1,
     104.654ms,Unknown,0,0,1,
     104.6545ms,Unknown,0,0,1,
     104.655ms,Unknown,0,0,1,
     104.6555ms,Unknown,0,0,1,
     104.656ms,Unknown,0,0,1,
     104.6565ms,Unknown,0,0,1,
     104.657ms,Unknown,0,0,1,
     104.6575ms,Unknown,0,0,1,
     104.658ms,Unknown,0,0,1,
     104.6585ms,Unknown,0,0,1,
     104.659ms,Unknown,0,0,1,
     104.6595ms,Unknown,0,0,1,
     104.66ms,Unknown,0,0,1,
     104.6605ms,Unknown,0,0,1,
     104.661ms,Unknown,0,0,1,
     104.6615ms,Unknown,0,0,1,
     104.662ms,Unknown,0,0,1,
     104.6625ms,Unknown,0,0,1,
     104.663ms,Unknown,0,0,1,
     104.6635ms,Unknown,0,0,1,
     104.664ms,Unknown,0,0,1,
     104.6645ms,Unknown,0,0,1,
     104.665ms,Unknown,0,0,1,
     104.6655ms,Unknown,0,0,1,
     104.666ms,Unknown,0,0,1,
     104.6665ms,Unknown,0,0,1,
     104.667ms,Unknown,0,0,1,
     104.6675ms,Unknown,0,0,1,
     104.668ms,Unknown,0,0,1,
     104.6685ms,Unknown,0,0,1,
     104.669ms,Unknown,0,0,1,
     104.6695ms,Unknown,0,0,1,
     104.67ms,Unknown,0,0,1,
     104.6705ms,Unknown,0,0,1,
     104.671ms,Unknown,0,0,1,
     104.6715ms,Unknown,0,0,1,
     104.672ms,Unknown,0,0,1,
     104.6725ms,Unknown,0,0,1,
     104.673ms,Unknown,0,0,1,
     104.6735ms,Unknown,0,0,1,
     104.674ms,Unknown,0,0,1,
     104.6745ms,Unknown,0,0,1,
     104.675ms,Unknown,0,0,1,
     104.6755ms,Unknown,0,0,1,
     104.676ms,Unknown,0,0,1,
     104.6765ms,Unknown,0,0,1,
     104.677ms,Unknown,0,0,1,
     104.6775ms,Unknown,0,0,1,
     104.678ms,Unknown,0,0,1,
     104.6785ms,Unknown,0,0,1,
     104.679ms,Unknown,0,0,1,
     104.6795ms,Unknown,0,0,1,
     104.68ms,Unknown,0,0,1,
     104.6805ms,Unknown,0,0,1,
     104.681ms,Unknown,0,0,1,
     104.6815ms,Unknown,0,0,1,
     104.682ms,Unknown,0,0,1,
     104.6825ms,Unknown,0,0,1,
     104.683ms,Unknown,0,0,1,
     104.6835ms,Unknown,0,0,1,
     104.684ms,Unknown,0,0,1,
     104.6845ms,Unknown,0,0,1,
     104.685ms,Unknown,0,0,1,
     104.6855ms,Unknown,0,0,1,
     104.686ms,Unknown,0,0,1,
     104.6865ms,Unknown,0,0,1,
     104.687ms,Unknown,0,0,1,
     104.6875ms,Unknown,0,0,1,
     104.688ms,Unknown,0,0,1,
     104.6885ms,Unknown,0,0,1,
     104.689ms,Unknown,0,0,1,
     104.6895ms,Unknown,0,0,1,
     104.69ms,Unknown,0,0,1,
     104.6905ms,Unknown,0,0,1,
     104.691ms,Unknown,0,0,1,
     104.6915ms,Unknown,0,0,1,
     104.692ms,Unknown,0,0,1,
     104.6925ms,Unknown,0,0,1,
     104.693ms,Unknown,0,0,1,
     104.6935ms,Unknown,0,0,1,
     104.694ms,Unknown,0,0,1,
     104.6945ms,Unknown,0,0,1,
     104.695ms,Unknown,0,0,1,
     104.6955ms,Unknown,0,0,1,
     104.696ms,Unknown,0,0,1,
     104.6965ms,Unknown,0,0,1,
     104.697ms,Unknown,0,0,1,
     104.6975ms,Unknown,0,0,1,
     104.698ms,Unknown,0,0,1,
     104.6985ms,Unknown,0,0,1,
     104.699ms,Unknown,0,0,1,
     104.6995ms,Unknown,0,0,1,
     104.7ms,Unknown,0,0,1,
     104.7005ms,Unknown,0,0,1,
     104.701ms,Unknown,0,0,1,
     104.7015ms,Unknown,0,0,1,
     104.702ms,Unknown,0,0,1,
     104.7025ms,Unknown,0,0,1,
     104.703ms,Unknown,0,0,1,
     104.7035ms,Unknown,0,0,1,
     104.704ms,Unknown,0,0,1,
     104.7045ms,Unknown,0,0,1,
     104.705ms,Unknown,0,0,1,
     104.7055ms,Unknown,0,0,1,
     104.706ms,Unknown,0,0,1,
     104.7065ms,Unknown,0,0,1,
     104.707ms,Unknown,0,0,1,
     104.7075ms,Unknown,0,0,1,
     104.708ms,Unknown,0,0,1,
     104.7085ms,Unknown,0,0,1,
     104.709ms,Unknown,0,0,1,
     104.7095ms,Unknown,0,0,1,
     104.71ms,Unknown,0,0,1,
     104.7105ms,Unknown,0,0,1,
     104.711ms,Unknown,0,0,1,
     104.7115ms,Unknown,0,0,1,
     104.712ms,Unknown,0,0,1,
     104.7125ms,Unknown,0,0,1,
     104.713ms,Unknown,0,0,1,
     104.7135ms,Unknown,0,0,1,
     104.714ms,Unknown,0,0,1,
     104.7145ms,Unknown,0,0,1,
     104.715ms,Unknown,0,0,1,
     104.7155ms,Unknown,0,0,1,
     104.716ms,Unknown,0,0,1,
     104.7165ms,Unknown,0,0,1,
     104.717ms,Unknown,0,0,1,
     104.7175ms,Unknown,0,0,1,
     104.718ms,Unknown,0,0,1,
     104.7185ms,Unknown,0,0,1,
     104.719ms,Unknown,0,0,1,
     104.7195ms,Unknown,0,0,1,
     104.72ms,Unknown,0,0,1,
     104.7205ms,Unknown,0,0,1,
     104.721ms,Unknown,0,0,1,
     104.7215ms,Unknown,0,0,1,
     104.722ms,Unknown,0,0,1,
     104.7225ms,Unknown,0,0,1,
     104.723ms,Unknown,0,0,1,
     104.7235ms,Unknown,0,0,1,
     104.724ms,Unknown,0,0,1,
     104.7245ms,Unknown,0,0,1,
     104.725ms,Unknown,0,0,1,
     104.7255ms,Unknown,0,0,1,
     104.726ms,Unknown,0,0,1,
     104.7265ms,Unknown,0,0,1,
     104.727ms,Unknown,0,0,1,
     104.7275ms,Unknown,0,0,1,
     104.728ms,Unknown,0,0,1,
     104.7285ms,Unknown,0,0,1,
     104.729ms,Unknown,0,0,1,
     104.7295ms,Unknown,0,0,1,
     104.73ms,Unknown,0,0,1,
     104.7305ms,Unknown,0,0,1,
     104.731ms,Unknown,0,0,1,
     104.7315ms,Unknown,0,0,1,
     104.732ms,Unknown,0,0,1,
     104.7325ms,Unknown,0,0,1,
     104.733ms,Unknown,0,0,1,
     104.7335ms,Unknown,0,0,1,
     104.734ms,Unknown,0,0,1,
     104.7345ms,Unknown,0,0,1,
     104.735ms,Unknown,0,0,1,
     104.7355ms,Unknown,0,0,1,
     104.736ms,Unknown,0,0,1,
     104.7365ms,Unknown,0,0,1,
     104.737ms,Unknown,0,0,1,
     104.7375ms,Unknown,0,0,1,
     104.738ms,Unknown,0,0,1,
     104.7385ms,Unknown,0,0,1,
     104.739ms,Unknown,0,0,1,
     104.7395ms,Unknown,0,0,1,
     104.74ms,Unknown,0,0,1,
     104.7405ms,Unknown,0,0,1,
     104.741ms,Unknown,0,0,1,
     104.7415ms,Unknown,0,0,1,
     104.742ms,Unknown,0,0,1,
     104.7425ms,Unknown,0,0,1,
     104.743ms,Unknown,0,0,1,
     104.7435ms,Unknown,0,0,1,
     104.744ms,Unknown,0,0,1,
     104.7445ms,Unknown,0,0,1,
     104.745ms,Unknown,0,0,1,
     104.7455ms,Unknown,0,0,1,
     104.746ms,Unknown,0,0,1,
     104.7465ms,Unknown,0,0,1,
     104.747ms,Unknown,0,0,1,
     104.7475ms,Unknown,0,0,1,
     104.748ms,Unknown,0,0,1,
     104.7485ms,Unknown,0,0,1,
     104.749ms,Unknown,0,0,1,
     104.7495ms,Unknown,0,0,1,
     104.75ms,Unknown,0,0,1,
     104.7505ms,Unknown,0,0,1,
     104.751ms,Unknown,0,0,1,
     104.7515ms,Unknown,0,0,1,
     104.752ms,Unknown,0,0,1,
     104.7525ms,Unknown,0,0,1,
     104.753ms,Unknown,0,0,1,
     104.7535ms,Unknown,0,0,1,
     104.754ms,Unknown,0,0,1,
     104.7545ms,Unknown,0,0,1,
     104.755ms,Unknown,0,0,1,
     104.7555ms,Unknown,0,0,1,
     104.756ms,Unknown,0,0,1,
     104.7565ms,Unknown,0,0,1,
     104.757ms,Unknown,0,0,1,
     104.7575ms,Unknown,0,0,1,
     104.758ms,Unknown,0,0,1,
     104.7585ms,Unknown,0,0,1,
     104.759ms,Unknown,0,0,1,
     104.7595ms,Unknown,0,0,1,
     104.76ms,Unknown,0,0,1,
     104.7605ms,Unknown,0,0,1,
     104.761ms,Unknown,0,0,1,
     104.7615ms,Unknown,0,0,1,
     104.762ms,Unknown,0,0,1,
     104.7625ms,Unknown,0,0,1,
     104.763ms,Unknown,0,0,1,
     104.7635ms,Unknown,0,0,1,
     104.764ms,Unknown,0,0,1,
     104.7645ms,Unknown,0,0,1,
     104.765ms,Unknown,0,0,1,
     104.7655ms,Unknown,0,0,1,
     104.766ms,Unknown,0,0,1,
     104.7665ms,Unknown,0,0,1,
     104.767ms,Unknown,0,0,1,
     104.7675ms,Unknown,0,0,1,
     104.768ms,Unknown,0,0,1,
     104.7685ms,Unknown,0,0,1,
     104.769ms,Unknown,0,0,1,
     104.7695ms,Unknown,0,0,1,
     104.77ms,Unknown,0,0,1,
     104.7705ms,Unknown,0,0,1,
     104.771ms,Unknown,0,0,1,
     104.7715ms,Unknown,0,0,1,
     104.772ms,Unknown,0,0,1,
     104.7725ms,Unknown,0,0,1,
     104.773ms,Unknown,0,0,1,
     104.7735ms,Unknown,0,0,1,
     104.774ms,Unknown,0,0,1,
     104.7745ms,Unknown,0,0,1,
     104.775ms,Unknown,0,0,1,
     104.7755ms,Unknown,0,0,1,
     104.776ms,Unknown,0,0,1,
     104.7765ms,Unknown,0,0,1,
     104.777ms,Unknown,0,0,1,
     104.7775ms,Unknown,0,0,1,
     104.778ms,Unknown,0,0,1,
     104.7785ms,Unknown,0,0,1,
     104.779ms,Unknown,0,0,1,
     104.7795ms,Unknown,0,0,1,
     104.78ms,Unknown,0,0,1,
     104.7805ms,Unknown,0,0,1,
     104.781ms,Unknown,0,0,1,
     104.7815ms,Unknown,0,0,1,
     104.782ms,Unknown,0,0,1,
     104.7825ms,Unknown,0,0,1,
     104.783ms,Unknown,0,0,1,
     104.7835ms,Unknown,0,0,1,
     104.784ms,Unknown,0,0,1,
     104.7845ms,Unknown,0,0,1,
     104.785ms,Unknown,0,0,1,
     104.7855ms,Unknown,0,0,1,
     104.786ms,Unknown,0,0,1,
     104.7865ms,Unknown,0,0,1,
     104.787ms,Unknown,0,0,1,
     104.7875ms,Unknown,0,0,1,
     104.788ms,Unknown,0,0,1,
     104.7885ms,Unknown,0,0,1,
     104.789ms,Unknown,0,0,1,
     104.7895ms,Unknown,0,0,1,
     104.79ms,Unknown,0,0,1,
     104.7905ms,Unknown,0,0,1,
     104.791ms,Unknown,0,0,1,
     104.7915ms,Unknown,0,0,1,
     104.792ms,Unknown,0,0,1,
     104.7925ms,Unknown,0,0,1,
     104.793ms,Unknown,0,0,1,
     104.7935ms,Unknown,0,0,1,
     104.794ms,Unknown,0,0,1,
     104.7945ms,Unknown,0,0,1,
     104.795ms,Unknown,0,0,1,
     104.7955ms,Unknown,0,0,1,
     104.796ms,Unknown,0,0,1,
     104.7965ms,Unknown,0,0,1,
     104.797ms,Unknown,0,0,1,
     104.7975ms,Unknown,0,0,1,
     104.798ms,Unknown,0,0,1,
     104.7985ms,Unknown,0,0,1,
     104.799ms,Unknown,0,0,1,
     104.7995ms,Unknown,0,0,1,
     104.8ms,Unknown,0,0,1,
     104.8005ms,Unknown,0,0,1,
     104.801ms,Unknown,0,0,1,
     104.8015ms,Unknown,0,0,1,
     104.802ms,Unknown,0,0,1,
     104.8025ms,Unknown,0,0,1,
     104.803ms,Unknown,0,0,1,
     104.8035ms,Unknown,0,0,1,
     104.804ms,Unknown,0,0,1,
     104.8045ms,Unknown,0,0,1,
     104.805ms,Unknown,0,0,1,
     104.8055ms,Unknown,0,0,1,
     104.806ms,Unknown,0,0,1,
     104.8065ms,Unknown,0,0,1,
     104.807ms,Unknown,0,0,1,
     104.8075ms,Unknown,0,0,1,
     104.808ms,Unknown,0,0,1,
     104.8085ms,Unknown,0,0,1,
     104.809ms,Unknown,0,0,1,
     104.8095ms,Unknown,0,0,1,
     104.81ms,Unknown,0,0,1,
     104.8105ms,Unknown,0,0,1,
     104.811ms,Unknown,0,0,1,
     104.8115ms,Unknown,0,0,1,
     104.812ms,Unknown,0,0,1,
     104.8125ms,Unknown,0,0,1,
     104.813ms,Unknown,0,0,1,
     104.8135ms,Unknown,0,0,1,
     104.814ms,Unknown,0,0,1,
     104.8145ms,Unknown,0,0,1,
     104.815ms,Unknown,0,0,1,
     104.8155ms,Unknown,0,0,1,
     104.816ms,Unknown,0,0,1,
     104.8165ms,Unknown,0,0,1,
     104.817ms,Unknown,0,0,1,
     104.8175ms,Unknown,0,0,1,
     104.818ms,Unknown,0,0,1,
     104.8185ms,Unknown,0,0,1,
     104.819ms,Unknown,0,0,1,
     104.8195ms,Unknown,0,0,1,
     104.82ms,Unknown,0,0,1,
     104.8205ms,Unknown,0,0,1,
     104.821ms,Unknown,0,0,1,
     104.8215ms,Unknown,0,0,1,
     104.822ms,Unknown,0,0,1,
     104.8225ms,Unknown,0,0,1,
     104.823ms,Unknown,0,0,1,
     104.8235ms,Unknown,0,0,1,
     104.824ms,Unknown,0,0,1,
     104.8245ms,Unknown,0,0,1,
     104.825ms,Unknown,0,0,1,
     104.8255ms,Unknown,0,0,1,
     104.826ms,Unknown,0,0,1,
     104.8265ms,Unknown,0,0,1,
     104.827ms,Unknown,0,0,1,
     104.8275ms,Unknown,0,0,1,
     104.828ms,Unknown,0,0,1,
     104.8285ms,Unknown,0,0,1,
     104.829ms,Unknown,0,0,1,
     104.8295ms,Unknown,0,0,1,
     104.83ms,Unknown,0,0,1,
     104.8305ms,Unknown,0,0,1,
     104.831ms,Unknown,0,0,1,
     104.8315ms,Unknown,0,0,1,
     104.832ms,Unknown,0,0,1,
     104.8325ms,Unknown,0,0,1,
     104.833ms,Unknown,0,0,1,
     104.8335ms,Unknown,0,0,1,
     104.834ms,Unknown,0,0,1,
     104.8345ms,Unknown,0,0,1,
     104.835ms,Unknown,0,0,1,
     104.8355ms,Unknown,0,0,1,
     104.836ms,Unknown,0,0,1,
     104.8365ms,Unknown,0,0,1,
     104.837ms,Unknown,0,0,1,
     104.8375ms,Unknown,0,0,1,
     104.838ms,Unknown,0,0,1,
     104.8385ms,Unknown,0,0,1,
     104.839ms,Unknown,0,0,1,
     104.8395ms,Unknown,0,0,1,
     104.84ms,Unknown,0,0,1,
     104.8405ms,Unknown,0,0,1,
     104.841ms,Unknown,0,0,1,
     104.8415ms,Unknown,0,0,1,
     104.842ms,Unknown,0,0,1,
     104.8425ms,Unknown,0,0,1,
     104.843ms,Unknown,0,0,1,
     104.8435ms,Unknown,0,0,1,
     104.844ms,Unknown,0,0,1,
     104.8445ms,Unknown,0,0,1,
     104.845ms,Unknown,0,0,1,
     104.8455ms,Unknown,0,0,1,
     104.846ms,Unknown,0,0,1,
     104.8465ms,Unknown,0,0,1,
     104.847ms,Unknown,0,0,1,
     104.8475ms,Unknown,0,0,1,
     104.848ms,Unknown,0,0,1,
     104.8485ms,Unknown,0,0,1,
     104.849ms,Unknown,0,0,1,
     104.8495ms,Unknown,0,0,1,
     104.85ms,Unknown,0,0,1,
     104.8505ms,Unknown,0,0,1,
     104.851ms,Unknown,0,0,1,
     104.8515ms,Unknown,0,0,1,
     104.852ms,Unknown,0,0,1,
     104.8525ms,Unknown,0,0,1,
     104.853ms,Unknown,0,0,1,
     104.8535ms,Unknown,0,0,1,
     104.854ms,Unknown,0,0,1,
     104.8545ms,Unknown,0,0,1,
     104.855ms,Unknown,0,0,1,
     104.8555ms,Unknown,0,0,1,
     104.856ms,Unknown,0,0,1,
     104.8565ms,Unknown,0,0,1,
     104.857ms,Unknown,0,0,1,
     104.8575ms,Unknown,0,0,1,
     104.858ms,Unknown,0,0,1,
     104.8585ms,Unknown,0,0,1,
     104.859ms,Unknown,0,0,1,
     104.8595ms,Unknown,0,0,1,
     104.86ms,Unknown,0,0,1,
     104.8605ms,Unknown,0,0,1,
     104.861ms,Unknown,0,0,1,
     104.8615ms,Unknown,0,0,1,
     104.862ms,Unknown,0,0,1,
     104.8625ms,Unknown,0,0,1,
     104.863ms,Unknown,0,0,1,
     104.8635ms,Unknown,0,0,1,
     104.864ms,Unknown,0,0,1,
     104.8645ms,Unknown,0,0,1,
     104.865ms,Unknown,0,0,1,
     104.8655ms,Unknown,0,0,1,
     104.866ms,Unknown,0,0,1,
     104.8665ms,Unknown,0,0,1,
     104.867ms,Unknown,0,0,1,
     104.8675ms,Unknown,0,0,1,
     104.868ms,Unknown,0,0,1,
     104.8685ms,Unknown,0,0,1,
     104.869ms,Unknown,0,0,1,
     104.8695ms,Unknown,0,0,1,
     104.87ms,Unknown,0,0,1,
     104.8705ms,Unknown,0,0,1,
     104.871ms,Unknown,0,0,1,
     104.8715ms,Unknown,0,0,1,
     104.872ms,Unknown,0,0,1,
     104.8725ms,Unknown,0,0,1,
     104.873ms,Unknown,0,0,1,
     104.8735ms,Unknown,0,0,1,
     104.874ms,Unknown,0,0,1,
     104.8745ms,Unknown,0,0,1,
     104.875ms,Unknown,0,0,1,
     104.8755ms,Unknown,0,0,1,
     104.876ms,Unknown,0,0,1,
     104.8765ms,Unknown,0,0,1,
     104.877ms,Unknown,0,0,1,
     104.8775ms,Unknown,0,0,1,
     104.878ms,Unknown,0,0,1,
     104.8785ms,Unknown,0,0,1,
     104.879ms,Unknown,0,0,1,
     104.8795ms,Unknown,0,0,1,
     104.88ms,Unknown,0,0,1,
     104.8805ms,Unknown,0,0,1,
     104.881ms,Unknown,0,0,1,
     104.8815ms,Unknown,0,0,1,
     104.882ms,Unknown,0,0,1,
     104.8825ms,Unknown,0,0,1,
     104.883ms,Unknown,0,0,1,
     104.8835ms,Unknown,0,0,1,
     104.884ms,Unknown,0,0,1,
     104.8845ms,Unknown,0,0,1,
     104.885ms,Unknown,0,0,1,
     104.8855ms,Unknown,0,0,1,
     104.886ms,Unknown,0,0,1,
     104.8865ms,Unknown,0,0,1,
     104.887ms,Unknown,0,0,1,
     104.8875ms,Unknown,0,0,1,
     104.888ms,Unknown,0,0,1,
     104.8885ms,Unknown,0,0,1,
     104.889ms,Unknown,0,0,1,
     104.8895ms,Unknown,0,0,1,
     104.89ms,Unknown,0,0,1,
     104.8905ms,Unknown,0,0,1,
     104.891ms,Unknown,0,0,1,
     104.8915ms,Unknown,0,0,1,
     104.892ms,Unknown,0,0,1,
     104.8925ms,Unknown,0,0,1,
     104.893ms,Unknown,0,0,1,
     104.8935ms,Unknown,0,0,1,
     104.894ms,Unknown,0,0,1,
     104.8945ms,Unknown,0,0,1,
     104.895ms,Unknown,0,0,1,
     104.8955ms,Unknown,0,0,1,
     104.896ms,Unknown,0,0,1,
     104.8965ms,Unknown,0,0,1,
     104.897ms,Unknown,0,0,1,
     104.8975ms,Unknown,0,0,1,
     104.898ms,Unknown,0,0,1,
     104.8985ms,Unknown,0,0,1,
     104.899ms,Unknown,0,0,1,
     104.8995ms,Unknown,0,0,1,
     104.9ms,Unknown,0,0,1,
     104.9005ms,Unknown,0,0,1,
     104.901ms,Unknown,0,0,1,
     104.9015ms,Unknown,0,0,1,
     104.902ms,Unknown,0,0,1,
     104.9025ms,Unknown,0,0,1,
     104.903ms,Unknown,0,0,1,
     104.9035ms,Unknown,0,0,1,
     104.904ms,Unknown,0,0,1,
     104.9045ms,Unknown,0,0,1,
     104.905ms,Unknown,0,0,1,
     104.9055ms,Unknown,0,0,1,
     104.906ms,Unknown,0,0,1,
     104.9065ms,Unknown,0,0,1,
     104.907ms,Unknown,0,0,1,
     104.9075ms,Unknown,0,0,1,
     104.908ms,Unknown,0,0,1,
     104.9085ms,Unknown,0,0,1,
     104.909ms,Unknown,0,0,1,
     104.9095ms,Unknown,0,0,1,
     104.91ms,Unknown,0,0,1,
     104.9105ms,Unknown,0,0,1,
     104.911ms,Unknown,0,0,1,
     104.9115ms,Unknown,0,0,1,
     104.912ms,Unknown,0,0,1,
     104.9125ms,Unknown,0,0,1,
     104.913ms,Unknown,0,0,1,
     104.9135ms,Unknown,0,0,1,
     104.914ms,Unknown,0,0,1,
     104.9145ms,Unknown,0,0,1,
     104.915ms,Unknown,0,0,1,
     104.9155ms,Unknown,0,0,1,
     104.916ms,Unknown,0,0,1,
     104.9165ms,Unknown,0,0,1,
     104.917ms,Unknown,0,0,1,
     104.9175ms,Unknown,0,0,1,
     104.918ms,Unknown,0,0,1,
     104.9185ms,Unknown,0,0,1,
     104.919ms,Unknown,0,0,1,
     104.9195ms,Unknown,0,0,1,
     104.92ms,Unknown,0,0,1,
     104.9205ms,Unknown,0,0,1,
     104.921ms,Unknown,0,0,1,
     104.9215ms,Unknown,0,0,1,
     104.922ms,Unknown,0,0,1,
     104.9225ms,Unknown,0,0,1,
     104.923ms,Unknown,0,0,1,
     104.9235ms,Unknown,0,0,1,
     104.924ms,Unknown,0,0,1,
     104.9245ms,Unknown,0,0,1,
     104.925ms,Unknown,0,0,1,
     104.9255ms,Unknown,0,0,1,
     104.926ms,Unknown,0,0,1,
     104.9265ms,Unknown,0,0,1,
     104.927ms,Unknown,0,0,1,
     104.9275ms,Unknown,0,0,1,
     104.928ms,Unknown,0,0,1,
     104.9285ms,Unknown,0,0,1,
     104.929ms,Unknown,0,0,1,
     104.9295ms,Unknown,0,0,1,
     104.93ms,Unknown,0,0,1,
     104.9305ms,Unknown,0,0,1,
     104.931ms,Unknown,0,0,1,
     104.9315ms,Unknown,0,0,1,
     104.932ms,Unknown,0,0,1,
     104.9325ms,Unknown,0,0,1,
     104.933ms,Unknown,0,0,1,
     104.9335ms,Unknown,0,0,1,
     104.934ms,Unknown,0,0,1,
     104.9345ms,Unknown,0,0,1,
     104.935ms,Unknown,0,0,1,
     104.9355ms,Unknown,0,0,1,
     104.936ms,Unknown,0,0,1,
     104.9365ms,Unknown,0,0,1,
     104.937ms,Unknown,0,0,1,
     104.9375ms,Unknown,0,0,1,
     104.938ms,Unknown,0,0,1,
     104.9385ms,Unknown,0,0,1,
     104.939ms,Unknown,0,0,1,
     104.9395ms,Unknown,0,0,1,
     104.94ms,Unknown,0,0,1,
     104.9405ms,Unknown,0,0,1,
     104.941ms,Unknown,0,0,1,
     104.9415ms,Unknown,0,0,1,
     104.942ms,Unknown,0,0,1,
     104.9425ms,Unknown,0,0,1,
     104.943ms,Unknown,0,0,1,
     104.9435ms,Unknown,0,0,1,
     104.944ms,Unknown,0,0,1,
     104.9445ms,Unknown,0,0,1,
