,,,,,
//Sieve out the display of the data.
------------------------------------------------------------------------------------------------
The style of the Data's display of Bus is Hexadecimal.
A Bar position: -16.1255ms 	T Bar position: 0ns 	B Bar position: -11.7505ms
//Channel name,| Bus1,*A0,*A1,*A2,
     99.2825ms,Unknown,0,0,1,
     99.283ms,Unknown,0,0,1,
     99.2835ms,Unknown,0,0,1,
     99.284ms,Unknown,0,0,1,
     99.2845ms,Unknown,0,0,1,
     99.285ms,Unknown,0,0,1,
     99.2855ms,Unknown,0,0,1,
     99.286ms,Unknown,0,0,1,
     99.2865ms,Unknown,0,0,1,
     99.287ms,Unknown,0,0,1,
     99.2875ms,Unknown,0,0,1,
     99.288ms,Unknown,0,0,1,
     99.2885ms,Unknown,0,0,1,
     99.289ms,Unknown,0,0,1,
     99.2895ms,Unknown,0,0,1,
     99.29ms,Unknown,0,0,1,
     99.2905ms,Unknown,0,0,1,
     99.291ms,Unknown,0,0,1,
     99.2915ms,Unknown,0,0,1,
     99.292ms,Unknown,0,0,1,
     99.2925ms,Unknown,0,0,1,
     99.293ms,Unknown,0,0,1,
     99.2935ms,Unknown,0,0,1,
     99.294ms,Unknown,0,0,1,
     99.2945ms,Unknown,0,0,1,
     99.295ms,Unknown,0,0,1,
     99.2955ms,Unknown,0,0,1,
     99.296ms,Unknown,0,0,1,
     99.2965ms,Unknown,0,0,1,
     99.297ms,Unknown,0,0,1,
     99.2975ms,Unknown,0,0,1,
     99.298ms,Unknown,0,0,1,
     99.2985ms,Unknown,0,0,1,
     99.299ms,Unknown,0,0,1,
     99.2995ms,Unknown,0,0,1,
     99.3ms,Unknown,0,0,1,
     99.3005ms,Unknown,0,0,1,
     99.301ms,Unknown,0,0,1,
     99.3015ms,Unknown,0,0,1,
     99.302ms,Unknown,0,0,1,
     99.3025ms,Unknown,0,0,1,
     99.303ms,Unknown,0,0,1,
     99.3035ms,Unknown,0,0,1,
     99.304ms,Unknown,0,0,1,
     99.3045ms,Unknown,0,0,1,
     99.305ms,Unknown,0,0,1,
     99.3055ms,Unknown,0,0,1,
     99.306ms,Unknown,0,0,1,
     99.3065ms,Unknown,0,0,1,
     99.307ms,Unknown,0,0,1,
     99.3075ms,Unknown,0,0,1,
     99.308ms,Unknown,0,0,1,
     99.3085ms,Unknown,0,0,1,
     99.309ms,Unknown,0,0,1,
     99.3095ms,Unknown,0,0,1,
     99.31ms,Unknown,0,0,1,
     99.3105ms,Unknown,0,0,1,
     99.311ms,Unknown,0,0,1,
     99.3115ms,Unknown,0,0,1,
     99.312ms,Unknown,0,0,1,
     99.3125ms,Unknown,0,0,1,
     99.313ms,Unknown,0,0,1,
     99.3135ms,Unknown,0,0,1,
     99.314ms,Unknown,0,0,1,
     99.3145ms,Unknown,0,0,1,
     99.315ms,Unknown,0,0,1,
     99.3155ms,Unknown,0,0,1,
     99.316ms,Unknown,0,0,1,
     99.3165ms,Unknown,0,0,1,
     99.317ms,Unknown,0,0,1,
     99.3175ms,Unknown,0,0,1,
     99.318ms,Unknown,0,0,1,
     99.3185ms,Unknown,0,0,1,
     99.319ms,Unknown,0,0,1,
     99.3195ms,Unknown,0,0,1,
     99.32ms,Unknown,0,0,1,
     99.3205ms,Unknown,0,0,1,
     99.321ms,Unknown,0,0,1,
     99.3215ms,Unknown,0,0,1,
     99.322ms,Unknown,0,0,1,
     99.3225ms,Unknown,0,0,1,
     99.323ms,Unknown,0,0,1,
     99.3235ms,Unknown,0,0,1,
     99.324ms,Unknown,0,0,1,
     99.3245ms,Unknown,0,0,1,
     99.325ms,Unknown,0,0,1,
     99.3255ms,Unknown,0,0,1,
     99.326ms,Unknown,0,0,1,
     99.3265ms,Unknown,0,0,1,
     99.327ms,Unknown,0,0,1,
     99.3275ms,Unknown,0,0,1,
     99.328ms,Unknown,0,0,1,
     99.3285ms,Unknown,0,0,1,
     99.329ms,Unknown,0,0,1,
     99.3295ms,Unknown,0,0,1,
     99.33ms,Unknown,0,0,1,
     99.3305ms,Unknown,0,0,1,
     99.331ms,Unknown,0,0,1,
     99.3315ms,Unknown,0,0,1,
     99.332ms,Unknown,0,0,1,
     99.3325ms,Unknown,0,0,1,
     99.333ms,Unknown,0,0,1,
     99.3335ms,Unknown,0,0,1,
     99.334ms,Unknown,0,0,1,
     99.3345ms,Unknown,0,0,1,
     99.335ms,Unknown,0,0,1,
     99.3355ms,Unknown,0,0,1,
     99.336ms,Unknown,0,0,1,
     99.3365ms,Unknown,0,0,1,
     99.337ms,Unknown,0,0,1,
     99.3375ms,Unknown,0,0,1,
     99.338ms,Unknown,0,0,1,
     99.3385ms,Unknown,0,0,1,
     99.339ms,Unknown,0,0,1,
     99.3395ms,Unknown,0,0,1,
     99.34ms,Unknown,0,0,1,
     99.3405ms,Unknown,0,0,1,
     99.341ms,Unknown,0,0,1,
     99.3415ms,Unknown,0,0,1,
     99.342ms,Unknown,0,0,1,
     99.3425ms,Unknown,0,0,1,
     99.343ms,Unknown,0,0,1,
     99.3435ms,Unknown,0,0,1,
     99.344ms,Unknown,0,0,1,
     99.3445ms,Unknown,0,0,1,
     99.345ms,Unknown,0,0,1,
     99.3455ms,Unknown,0,0,1,
     99.346ms,Unknown,0,0,1,
     99.3465ms,Unknown,0,0,1,
     99.347ms,Unknown,0,0,1,
     99.3475ms,Unknown,0,0,1,
     99.348ms,Unknown,0,0,1,
     99.3485ms,Unknown,0,0,1,
     99.349ms,Unknown,0,0,1,
     99.3495ms,Unknown,0,0,1,
     99.35ms,Unknown,0,0,1,
     99.3505ms,Unknown,0,0,1,
     99.351ms,Unknown,0,0,1,
     99.3515ms,Unknown,0,0,1,
     99.352ms,Unknown,0,0,1,
     99.3525ms,Unknown,0,0,1,
     99.353ms,Unknown,0,0,1,
     99.3535ms,Unknown,0,0,1,
     99.354ms,Unknown,0,0,1,
     99.3545ms,Unknown,0,0,1,
     99.355ms,Unknown,0,0,1,
     99.3555ms,Unknown,0,0,1,
     99.356ms,Unknown,0,0,1,
     99.3565ms,Unknown,0,0,1,
     99.357ms,Unknown,0,0,1,
     99.3575ms,Unknown,0,0,1,
     99.358ms,Unknown,0,0,1,
     99.3585ms,Unknown,0,0,1,
     99.359ms,Unknown,0,0,1,
     99.3595ms,Unknown,0,0,1,
     99.36ms,Unknown,0,0,1,
     99.3605ms,Unknown,0,0,1,
     99.361ms,Unknown,0,0,1,
     99.3615ms,Unknown,0,0,1,
     99.362ms,Unknown,0,0,1,
     99.3625ms,Unknown,0,0,1,
     99.363ms,Unknown,0,0,1,
     99.3635ms,Unknown,0,0,1,
     99.364ms,Unknown,0,0,1,
     99.3645ms,Unknown,0,0,1,
     99.365ms,Unknown,0,0,1,
     99.3655ms,Unknown,0,0,1,
     99.366ms,Unknown,0,0,1,
     99.3665ms,Unknown,0,0,1,
     99.367ms,Unknown,0,0,1,
     99.3675ms,Unknown,0,0,1,
     99.368ms,Unknown,0,0,1,
     99.3685ms,Unknown,0,0,1,
     99.369ms,Unknown,0,0,1,
     99.3695ms,Unknown,0,0,1,
     99.37ms,Unknown,0,0,1,
     99.3705ms,Unknown,0,0,1,
     99.371ms,Unknown,0,0,1,
     99.3715ms,Unknown,0,0,1,
     99.372ms,Unknown,0,0,1,
     99.3725ms,Unknown,0,0,1,
     99.373ms,Unknown,0,0,1,
     99.3735ms,Unknown,0,0,1,
     99.374ms,Unknown,0,0,1,
     99.3745ms,Unknown,0,0,1,
     99.375ms,Unknown,0,0,1,
     99.3755ms,Unknown,0,0,1,
     99.376ms,Unknown,0,0,1,
     99.3765ms,Unknown,0,0,1,
     99.377ms,Unknown,0,0,1,
     99.3775ms,Unknown,0,0,1,
     99.378ms,Unknown,0,0,1,
     99.3785ms,Unknown,0,0,1,
     99.379ms,Unknown,0,0,1,
     99.3795ms,Unknown,0,0,1,
     99.38ms,Unknown,0,0,1,
     99.3805ms,Unknown,0,0,1,
     99.381ms,Unknown,0,0,1,
     99.3815ms,Unknown,0,0,1,
     99.382ms,Unknown,0,0,1,
     99.3825ms,Unknown,0,0,1,
     99.383ms,Unknown,0,0,1,
     99.3835ms,Unknown,0,0,1,
     99.384ms,Unknown,0,0,1,
     99.3845ms,Unknown,0,0,1,
     99.385ms,Unknown,0,0,1,
     99.3855ms,Unknown,0,0,1,
     99.386ms,Unknown,0,0,1,
     99.3865ms,Unknown,0,0,1,
     99.387ms,Unknown,0,0,1,
     99.3875ms,Unknown,0,0,1,
     99.388ms,Unknown,0,0,1,
     99.3885ms,Unknown,0,0,1,
     99.389ms,Unknown,0,0,1,
     99.3895ms,Unknown,0,0,1,
     99.39ms,Unknown,0,0,1,
     99.3905ms,Unknown,0,0,1,
     99.391ms,Unknown,0,0,1,
     99.3915ms,Unknown,0,0,1,
     99.392ms,Unknown,0,0,1,
     99.3925ms,Unknown,0,0,1,
     99.393ms,Unknown,0,0,1,
     99.3935ms,Unknown,0,0,1,
     99.394ms,Unknown,0,0,1,
     99.3945ms,Unknown,0,0,1,
     99.395ms,Unknown,0,0,1,
     99.3955ms,Unknown,0,0,1,
     99.396ms,Unknown,0,0,1,
     99.3965ms,Unknown,0,0,1,
     99.397ms,Unknown,0,0,1,
     99.3975ms,Unknown,0,0,1,
     99.398ms,Unknown,0,0,1,
     99.3985ms,Unknown,0,0,1,
     99.399ms,Unknown,0,0,1,
     99.3995ms,Unknown,0,0,1,
     99.4ms,Unknown,0,0,1,
     99.4005ms,Unknown,0,0,1,
     99.401ms,Unknown,0,0,1,
     99.4015ms,Unknown,0,0,1,
     99.402ms,Unknown,0,0,1,
     99.4025ms,Unknown,0,0,1,
     99.403ms,Unknown,0,0,1,
     99.4035ms,Unknown,0,0,1,
     99.404ms,Unknown,0,0,1,
     99.4045ms,Unknown,0,0,1,
     99.405ms,Unknown,0,0,1,
     99.4055ms,Unknown,0,0,1,
     99.406ms,Unknown,0,0,1,
     99.4065ms,Unknown,0,0,1,
     99.407ms,Unknown,0,0,1,
     99.4075ms,Unknown,0,0,1,
     99.408ms,Unknown,0,0,1,
     99.4085ms,Unknown,0,0,1,
     99.409ms,Unknown,0,0,1,
     99.4095ms,Unknown,0,0,1,
     99.41ms,Unknown,0,0,1,
     99.4105ms,Unknown,0,0,1,
     99.411ms,Unknown,0,0,1,
     99.4115ms,Unknown,0,0,1,
     99.412ms,Unknown,0,0,1,
     99.4125ms,Unknown,0,0,1,
     99.413ms,Unknown,0,0,1,
     99.4135ms,Unknown,0,0,1,
     99.414ms,Unknown,0,0,1,
     99.4145ms,Unknown,0,0,1,
     99.415ms,Unknown,0,0,1,
     99.4155ms,Unknown,0,0,1,
     99.416ms,Unknown,0,0,1,
     99.4165ms,Unknown,0,0,1,
     99.417ms,Unknown,0,0,1,
     99.4175ms,Unknown,0,0,1,
     99.418ms,Unknown,0,0,1,
     99.4185ms,Unknown,0,0,1,
     99.419ms,Unknown,0,0,1,
     99.4195ms,Unknown,0,0,1,
     99.42ms,Unknown,0,0,1,
     99.4205ms,Unknown,0,0,1,
     99.421ms,Unknown,0,0,1,
     99.4215ms,Unknown,0,0,1,
     99.422ms,Unknown,0,0,1,
     99.4225ms,Unknown,0,0,1,
     99.423ms,Unknown,0,0,1,
     99.4235ms,Unknown,0,0,1,
     99.424ms,Unknown,0,0,1,
     99.4245ms,Unknown,0,0,1,
     99.425ms,Unknown,0,0,1,
     99.4255ms,Unknown,0,0,1,
     99.426ms,Unknown,0,0,1,
     99.4265ms,Unknown,0,0,1,
     99.427ms,Unknown,0,0,1,
     99.4275ms,Unknown,0,0,1,
     99.428ms,Unknown,0,0,1,
     99.4285ms,Unknown,0,0,1,
     99.429ms,Unknown,0,0,1,
     99.4295ms,Unknown,0,0,1,
     99.43ms,Unknown,0,0,1,
     99.4305ms,Unknown,0,0,1,
     99.431ms,Unknown,0,0,1,
     99.4315ms,Unknown,0,0,1,
     99.432ms,Unknown,0,0,1,
     99.4325ms,Unknown,0,0,1,
     99.433ms,Unknown,0,0,1,
     99.4335ms,Unknown,0,0,1,
     99.434ms,Unknown,0,0,1,
     99.4345ms,Unknown,0,0,1,
     99.435ms,Unknown,0,0,1,
     99.4355ms,Unknown,0,0,1,
     99.436ms,Unknown,0,0,1,
     99.4365ms,Unknown,0,0,1,
     99.437ms,Unknown,0,0,1,
     99.4375ms,Unknown,0,0,1,
     99.438ms,Unknown,0,0,1,
     99.4385ms,Unknown,0,0,1,
     99.439ms,Unknown,0,0,1,
     99.4395ms,Unknown,0,0,1,
     99.44ms,Unknown,0,0,1,
     99.4405ms,Unknown,0,0,1,
     99.441ms,Unknown,0,0,1,
     99.4415ms,Unknown,0,0,1,
     99.442ms,Unknown,0,0,1,
     99.4425ms,Unknown,0,0,1,
     99.443ms,Unknown,0,0,1,
     99.4435ms,Unknown,0,0,1,
     99.444ms,Unknown,0,0,1,
     99.4445ms,Unknown,0,0,1,
     99.445ms,Unknown,0,0,1,
     99.4455ms,Unknown,0,0,1,
     99.446ms,Unknown,0,0,1,
     99.4465ms,Unknown,0,0,1,
     99.447ms,Unknown,0,0,1,
     99.4475ms,Unknown,0,0,1,
     99.448ms,Unknown,0,0,1,
     99.4485ms,Unknown,0,0,1,
     99.449ms,Unknown,0,0,1,
     99.4495ms,Unknown,0,0,1,
     99.45ms,Unknown,0,0,1,
     99.4505ms,Unknown,0,0,1,
     99.451ms,Unknown,0,0,1,
     99.4515ms,Unknown,0,0,1,
     99.452ms,Unknown,0,0,1,
     99.4525ms,Unknown,0,0,1,
     99.453ms,Unknown,0,0,1,
     99.4535ms,Unknown,0,0,1,
     99.454ms,Unknown,0,0,1,
     99.4545ms,Unknown,0,0,1,
     99.455ms,Unknown,0,0,1,
     99.4555ms,Unknown,0,0,1,
     99.456ms,Unknown,0,0,1,
     99.4565ms,Unknown,0,0,1,
     99.457ms,Unknown,0,0,1,
     99.4575ms,Unknown,0,0,1,
     99.458ms,Unknown,0,0,1,
     99.4585ms,Unknown,0,0,1,
     99.459ms,Unknown,0,0,1,
     99.4595ms,Unknown,0,0,1,
     99.46ms,Unknown,0,0,1,
     99.4605ms,Unknown,0,0,1,
     99.461ms,Unknown,0,0,1,
     99.4615ms,Unknown,0,0,1,
     99.462ms,Unknown,0,0,1,
     99.4625ms,Unknown,0,0,1,
     99.463ms,Unknown,0,0,1,
     99.4635ms,Unknown,0,0,1,
     99.464ms,Unknown,0,0,1,
     99.4645ms,Unknown,0,0,1,
     99.465ms,Unknown,0,0,1,
     99.4655ms,Unknown,0,0,1,
     99.466ms,Unknown,0,0,1,
     99.4665ms,Unknown,0,0,1,
     99.467ms,Unknown,0,0,1,
     99.4675ms,Unknown,0,0,1,
     99.468ms,Unknown,0,0,1,
     99.4685ms,Unknown,0,0,1,
     99.469ms,Unknown,0,0,1,
     99.4695ms,Unknown,0,0,1,
     99.47ms,Unknown,0,0,1,
     99.4705ms,Unknown,0,0,1,
     99.471ms,Unknown,0,0,1,
     99.4715ms,Unknown,0,0,1,
     99.472ms,Unknown,0,0,1,
     99.4725ms,Unknown,0,0,1,
     99.473ms,Unknown,0,0,1,
     99.4735ms,Unknown,0,0,1,
     99.474ms,Unknown,0,0,1,
     99.4745ms,Unknown,0,0,1,
     99.475ms,Unknown,0,0,1,
     99.4755ms,Unknown,0,0,1,
     99.476ms,Unknown,0,0,1,
     99.4765ms,Unknown,0,0,1,
     99.477ms,Unknown,0,0,1,
     99.4775ms,Unknown,0,0,1,
     99.478ms,Unknown,0,0,1,
     99.4785ms,Unknown,0,0,1,
     99.479ms,Unknown,0,0,1,
     99.4795ms,Unknown,0,0,1,
     99.48ms,Unknown,0,0,1,
     99.4805ms,Unknown,0,0,1,
     99.481ms,Unknown,0,0,1,
     99.4815ms,Unknown,0,0,1,
     99.482ms,Unknown,0,0,1,
     99.4825ms,Unknown,0,0,1,
     99.483ms,Unknown,0,0,1,
     99.4835ms,Unknown,0,0,1,
     99.484ms,Unknown,0,0,1,
     99.4845ms,Unknown,0,0,1,
     99.485ms,Unknown,0,0,1,
     99.4855ms,Unknown,0,0,1,
     99.486ms,Unknown,0,0,1,
     99.4865ms,Unknown,0,0,1,
     99.487ms,Unknown,0,0,1,
     99.4875ms,Unknown,0,0,1,
     99.488ms,Unknown,0,0,1,
     99.4885ms,Unknown,0,0,1,
     99.489ms,Unknown,0,0,1,
     99.4895ms,Unknown,0,0,1,
     99.49ms,Unknown,0,0,1,
     99.4905ms,Unknown,0,0,1,
     99.491ms,Unknown,0,0,1,
     99.4915ms,Unknown,0,0,1,
     99.492ms,Unknown,0,0,1,
     99.4925ms,Unknown,0,0,1,
     99.493ms,Unknown,0,0,1,
     99.4935ms,Unknown,0,0,1,
     99.494ms,Unknown,0,0,1,
     99.4945ms,Unknown,0,0,1,
     99.495ms,Unknown,0,0,1,
     99.4955ms,Unknown,0,0,1,
     99.496ms,Unknown,0,0,1,
     99.4965ms,Unknown,0,0,1,
     99.497ms,Unknown,0,0,1,
     99.4975ms,Unknown,0,0,1,
     99.498ms,Unknown,0,0,1,
     99.4985ms,Unknown,0,0,1,
     99.499ms,Unknown,0,0,1,
     99.4995ms,Unknown,0,0,1,
     99.5ms,Unknown,0,0,1,
     99.5005ms,Unknown,0,0,1,
     99.501ms,Unknown,0,0,1,
     99.5015ms,Unknown,0,0,1,
     99.502ms,Unknown,0,0,1,
     99.5025ms,Unknown,0,0,1,
     99.503ms,Unknown,0,0,1,
     99.5035ms,Unknown,0,0,1,
     99.504ms,Unknown,0,0,1,
     99.5045ms,Unknown,0,0,1,
     99.505ms,Unknown,0,0,1,
     99.5055ms,Unknown,0,0,1,
     99.506ms,Unknown,0,0,1,
     99.5065ms,Unknown,0,0,1,
     99.507ms,Unknown,0,0,1,
     99.5075ms,Unknown,0,0,1,
     99.508ms,Unknown,0,0,1,
     99.5085ms,Unknown,0,0,1,
     99.509ms,Unknown,0,0,1,
     99.5095ms,Unknown,0,0,1,
     99.51ms,Unknown,0,0,1,
     99.5105ms,Unknown,0,0,1,
     99.511ms,Unknown,0,0,1,
     99.5115ms,Unknown,0,0,1,
     99.512ms,Unknown,0,0,1,
     99.5125ms,Unknown,0,0,1,
     99.513ms,Unknown,0,0,1,
     99.5135ms,Unknown,0,0,1,
     99.514ms,Unknown,0,0,1,
     99.5145ms,Unknown,0,0,1,
     99.515ms,Unknown,0,0,1,
     99.5155ms,Unknown,0,0,1,
     99.516ms,Unknown,0,0,1,
     99.5165ms,Unknown,0,0,1,
     99.517ms,Unknown,0,0,1,
     99.5175ms,Unknown,0,0,1,
     99.518ms,Unknown,0,0,1,
     99.5185ms,Unknown,0,0,1,
     99.519ms,Unknown,0,0,1,
     99.5195ms,Unknown,0,0,1,
     99.52ms,Unknown,0,0,1,
     99.5205ms,Unknown,0,0,1,
     99.521ms,Unknown,0,0,1,
     99.5215ms,Unknown,0,0,1,
     99.522ms,Unknown,0,0,1,
     99.5225ms,Unknown,0,0,1,
     99.523ms,Unknown,0,0,1,
     99.5235ms,Unknown,0,0,1,
     99.524ms,Unknown,0,0,1,
     99.5245ms,Unknown,0,0,1,
     99.525ms,Unknown,0,0,1,
     99.5255ms,Unknown,0,0,1,
     99.526ms,Unknown,0,0,1,
     99.5265ms,Unknown,0,0,1,
     99.527ms,Unknown,0,0,1,
     99.5275ms,Unknown,0,0,1,
     99.528ms,Unknown,0,0,1,
     99.5285ms,Unknown,0,0,1,
     99.529ms,Unknown,0,0,1,
     99.5295ms,Unknown,0,0,1,
     99.53ms,Unknown,0,0,1,
     99.5305ms,Unknown,0,0,1,
     99.531ms,Unknown,0,0,1,
     99.5315ms,Unknown,0,0,1,
     99.532ms,Unknown,0,0,1,
     99.5325ms,Unknown,0,0,1,
     99.533ms,Unknown,0,0,1,
     99.5335ms,Unknown,0,0,1,
     99.534ms,Unknown,0,0,1,
     99.5345ms,Unknown,0,0,1,
     99.535ms,Unknown,0,0,1,
     99.5355ms,Unknown,0,0,1,
     99.536ms,Unknown,0,0,1,
     99.5365ms,Unknown,0,0,1,
     99.537ms,Unknown,0,0,1,
     99.5375ms,Unknown,0,0,1,
     99.538ms,Unknown,0,0,1,
     99.5385ms,Unknown,0,0,1,
     99.539ms,Unknown,0,0,1,
     99.5395ms,Unknown,0,0,1,
     99.54ms,Unknown,0,0,1,
     99.5405ms,Unknown,0,0,1,
     99.541ms,Unknown,0,0,1,
     99.5415ms,Unknown,0,0,1,
     99.542ms,Unknown,0,0,1,
     99.5425ms,Unknown,0,0,1,
     99.543ms,Unknown,0,0,1,
     99.5435ms,Unknown,0,0,1,
     99.544ms,Unknown,0,0,1,
     99.5445ms,Unknown,0,0,1,
     99.545ms,Unknown,0,0,1,
     99.5455ms,Unknown,0,0,1,
     99.546ms,Unknown,0,0,1,
     99.5465ms,Unknown,0,0,1,
     99.547ms,Unknown,0,0,1,
     99.5475ms,Unknown,0,0,1,
     99.548ms,Unknown,0,0,1,
     99.5485ms,Unknown,0,0,1,
     99.549ms,Unknown,0,0,1,
     99.5495ms,Unknown,0,0,1,
     99.55ms,Unknown,0,0,1,
     99.5505ms,Unknown,0,0,1,
     99.551ms,Unknown,0,0,1,
     99.5515ms,Unknown,0,0,1,
     99.552ms,Unknown,0,0,1,
     99.5525ms,Unknown,0,0,1,
     99.553ms,Unknown,0,0,1,
     99.5535ms,Unknown,0,0,1,
     99.554ms,Unknown,0,0,1,
     99.5545ms,Unknown,0,0,1,
     99.555ms,Unknown,0,0,1,
     99.5555ms,Unknown,0,0,1,
     99.556ms,Unknown,0,0,1,
     99.5565ms,Unknown,0,0,1,
     99.557ms,Unknown,0,0,1,
     99.5575ms,Unknown,0,0,1,
     99.558ms,Unknown,0,0,1,
     99.5585ms,Unknown,0,0,1,
     99.559ms,Unknown,0,0,1,
     99.5595ms,Unknown,0,0,1,
     99.56ms,Unknown,0,0,1,
     99.5605ms,Unknown,0,0,1,
     99.561ms,Unknown,0,0,1,
     99.5615ms,Unknown,0,0,1,
     99.562ms,Unknown,0,0,1,
     99.5625ms,Unknown,0,0,1,
     99.563ms,Unknown,0,0,1,
     99.5635ms,Unknown,0,0,1,
     99.564ms,Unknown,0,0,1,
     99.5645ms,Unknown,0,0,1,
     99.565ms,Unknown,0,0,1,
     99.5655ms,Unknown,0,0,1,
     99.566ms,Unknown,0,0,1,
     99.5665ms,Unknown,0,0,1,
     99.567ms,Unknown,0,0,1,
     99.5675ms,Unknown,0,0,1,
     99.568ms,Unknown,0,0,1,
     99.5685ms,Unknown,0,0,1,
     99.569ms,Unknown,0,0,1,
     99.5695ms,Unknown,0,0,1,
     99.57ms,Unknown,0,0,1,
     99.5705ms,Unknown,0,0,1,
     99.571ms,Unknown,0,0,1,
     99.5715ms,Unknown,0,0,1,
     99.572ms,Unknown,0,0,1,
     99.5725ms,Unknown,0,0,1,
     99.573ms,Unknown,0,0,1,
     99.5735ms,Unknown,0,0,1,
     99.574ms,Unknown,0,0,1,
     99.5745ms,Unknown,0,0,1,
     99.575ms,Unknown,0,0,1,
     99.5755ms,Unknown,0,0,1,
     99.576ms,Unknown,0,0,1,
     99.5765ms,Unknown,0,0,1,
     99.577ms,Unknown,0,0,1,
     99.5775ms,Unknown,0,0,1,
     99.578ms,Unknown,0,0,1,
     99.5785ms,Unknown,0,0,1,
     99.579ms,Unknown,0,0,1,
     99.5795ms,Unknown,0,0,1,
     99.58ms,Unknown,0,0,1,
     99.5805ms,Unknown,0,0,1,
     99.581ms,Unknown,0,0,1,
     99.5815ms,Unknown,0,0,1,
     99.582ms,Unknown,0,0,1,
     99.5825ms,Unknown,0,0,1,
     99.583ms,Unknown,0,0,1,
     99.5835ms,Unknown,0,0,1,
     99.584ms,Unknown,0,0,1,
     99.5845ms,Unknown,0,0,1,
     99.585ms,Unknown,0,0,1,
     99.5855ms,Unknown,0,0,1,
     99.586ms,Unknown,0,0,1,
     99.5865ms,Unknown,0,0,1,
     99.587ms,Unknown,0,0,1,
     99.5875ms,Unknown,0,0,1,
     99.588ms,Unknown,0,0,1,
     99.5885ms,Unknown,0,0,1,
     99.589ms,Unknown,0,0,1,
     99.5895ms,Unknown,0,0,1,
     99.59ms,Unknown,0,0,1,
     99.5905ms,Unknown,0,0,1,
     99.591ms,Unknown,0,0,1,
     99.5915ms,Unknown,0,0,1,
     99.592ms,Unknown,0,0,1,
     99.5925ms,Unknown,0,0,1,
     99.593ms,Unknown,0,0,1,
     99.5935ms,Unknown,0,0,1,
     99.594ms,Unknown,0,0,1,
     99.5945ms,Unknown,0,0,1,
     99.595ms,Unknown,0,0,1,
     99.5955ms,Unknown,0,0,1,
     99.596ms,Unknown,0,0,1,
     99.5965ms,Unknown,0,0,1,
     99.597ms,Unknown,0,0,1,
     99.5975ms,Unknown,0,0,1,
     99.598ms,Unknown,0,0,1,
     99.5985ms,Unknown,0,0,1,
     99.599ms,Unknown,0,0,1,
     99.5995ms,Unknown,0,0,1,
     99.6ms,Unknown,0,0,1,
     99.6005ms,Unknown,0,0,1,
     99.601ms,Unknown,0,0,1,
     99.6015ms,Unknown,0,0,1,
     99.602ms,Unknown,0,0,1,
     99.6025ms,Unknown,0,0,1,
     99.603ms,Unknown,0,0,1,
     99.6035ms,Unknown,0,0,1,
     99.604ms,Unknown,0,0,1,
     99.6045ms,Unknown,0,0,1,
     99.605ms,Unknown,0,0,1,
     99.6055ms,Unknown,0,0,1,
     99.606ms,Unknown,0,0,1,
     99.6065ms,Unknown,0,0,1,
     99.607ms,Unknown,0,0,1,
     99.6075ms,Unknown,0,0,1,
     99.608ms,Unknown,0,0,1,
     99.6085ms,Unknown,0,0,1,
     99.609ms,Unknown,0,0,1,
     99.6095ms,Unknown,0,0,1,
     99.61ms,Unknown,0,0,1,
     99.6105ms,Unknown,0,0,1,
     99.611ms,Unknown,0,0,1,
     99.6115ms,Unknown,0,0,1,
     99.612ms,Unknown,0,0,1,
     99.6125ms,Unknown,0,0,1,
     99.613ms,Unknown,0,0,1,
     99.6135ms,Unknown,0,0,1,
     99.614ms,Unknown,0,0,1,
     99.6145ms,Unknown,0,0,1,
     99.615ms,Unknown,0,0,1,
     99.6155ms,Unknown,0,0,1,
     99.616ms,Unknown,0,0,1,
     99.6165ms,Unknown,0,0,1,
     99.617ms,Unknown,0,0,1,
     99.6175ms,Unknown,0,0,1,
     99.618ms,Unknown,0,0,1,
     99.6185ms,Unknown,0,0,1,
     99.619ms,Unknown,0,0,1,
     99.6195ms,Unknown,0,0,1,
     99.62ms,Unknown,0,0,1,
     99.6205ms,Unknown,0,0,1,
     99.621ms,Unknown,0,0,1,
     99.6215ms,Unknown,0,0,1,
     99.622ms,Unknown,0,0,1,
     99.6225ms,Unknown,0,0,1,
     99.623ms,Unknown,0,0,1,
     99.6235ms,Unknown,0,0,1,
     99.624ms,Unknown,0,0,1,
     99.6245ms,Unknown,0,0,1,
     99.625ms,Unknown,0,0,1,
     99.6255ms,Unknown,0,0,1,
     99.626ms,Unknown,0,0,1,
     99.6265ms,Unknown,0,0,1,
     99.627ms,Unknown,0,0,1,
     99.6275ms,Unknown,0,0,1,
     99.628ms,Unknown,0,0,1,
     99.6285ms,Unknown,0,0,1,
     99.629ms,Unknown,0,0,1,
     99.6295ms,Unknown,0,0,1,
     99.63ms,Unknown,0,0,1,
     99.6305ms,Unknown,0,0,1,
     99.631ms,Unknown,0,0,1,
     99.6315ms,Unknown,0,0,1,
     99.632ms,Unknown,0,0,1,
     99.6325ms,Unknown,0,0,1,
     99.633ms,Unknown,0,0,1,
     99.6335ms,Unknown,0,0,1,
     99.634ms,Unknown,0,0,1,
     99.6345ms,Unknown,0,0,1,
     99.635ms,Unknown,0,0,1,
     99.6355ms,Unknown,0,0,1,
     99.636ms,Unknown,0,0,1,
     99.6365ms,Unknown,0,0,1,
     99.637ms,Unknown,0,0,1,
     99.6375ms,Unknown,0,0,1,
