,,,,,,
//Sieve out the display of the data.
------------------------------------------------------------------------------------------------
The style of the Data's display of Bus is Hexadecimal.
A Bar position: 27.6975ms 	T Bar position: 0ns 	B Bar position: 27.8795ms
//Channel name,| Bus1,*A0,*A1,*A2,COUNT,
     30.176ms,Unknown,0,1,1,1,
     30.1765ms,Unknown,0,1,1,1,
     30.177ms,Unknown,0,1,1,1,
     30.1775ms,Unknown,0,1,1,1,
     30.178ms,Unknown,0,1,1,1,
     30.1785ms,Unknown,0,1,1,1,
     30.179ms,Unknown,0,1,1,1,
     30.1795ms,Unknown,0,1,1,1,
     30.18ms,Unknown,0,1,1,1,
     30.1805ms,Unknown,0,1,1,1,
     30.181ms,Unknown,0,1,1,1,
     30.1815ms,Unknown,0,1,1,1,
     30.182ms,Unknown,0,1,1,1,
     30.1825ms,Unknown,0,1,1,1,
     30.183ms,Unknown,0,1,1,1,
     30.1835ms,Unknown,0,1,1,1,
     30.184ms,Unknown,0,1,1,1,
     30.1845ms,Unknown,0,1,1,1,
     30.185ms,Unknown,0,1,1,1,
     30.1855ms,Unknown,0,1,1,1,
     30.186ms,Unknown,0,1,1,1,
     30.1865ms,Unknown,0,1,1,1,
     30.187ms,Unknown,0,1,1,1,
     30.1875ms,Unknown,0,1,1,1,
     30.188ms,Unknown,0,1,1,1,
     30.1885ms,Unknown,0,1,1,1,
     30.189ms,Unknown,0,1,1,1,
     30.1895ms,Unknown,0,1,1,1,
     30.19ms,Unknown,0,1,1,1,
     30.1905ms,Unknown,0,1,1,1,
     30.191ms,Unknown,0,1,1,1,
     30.1915ms,Unknown,0,1,1,1,
     30.192ms,Unknown,0,1,1,1,
     30.1925ms,Unknown,0,1,1,1,
     30.193ms,Unknown,0,1,1,1,
     30.1935ms,Unknown,0,1,1,1,
     30.194ms,Unknown,0,1,1,1,
     30.1945ms,Unknown,0,1,1,1,
     30.195ms,Unknown,0,1,1,1,
     30.1955ms,Unknown,0,1,1,1,
     30.196ms,Unknown,0,1,1,1,
     30.1965ms,Unknown,0,1,1,1,
     30.197ms,Unknown,0,1,1,1,
     30.1975ms,Unknown,0,1,1,1,
     30.198ms,Unknown,0,1,1,1,
     30.1985ms,Unknown,0,1,1,1,
     30.199ms,Unknown,0,1,1,1,
     30.1995ms,Unknown,0,1,1,1,
     30.2ms,Unknown,0,1,1,1,
     30.2005ms,Unknown,0,1,1,1,
     30.201ms,Unknown,0,1,1,1,
     30.2015ms,Unknown,0,1,1,1,
     30.202ms,Unknown,0,1,1,1,
     30.2025ms,Unknown,0,1,1,1,
     30.203ms,Unknown,0,1,1,1,
     30.2035ms,Unknown,0,1,1,1,
     30.204ms,Unknown,0,1,1,1,
     30.2045ms,Unknown,0,1,1,1,
     30.205ms,Unknown,0,1,1,1,
     30.2055ms,Unknown,0,1,1,1,
     30.206ms,Unknown,0,1,1,1,
     30.2065ms,Unknown,0,1,1,1,
     30.207ms,Unknown,0,1,1,1,
     30.2075ms,Unknown,0,1,1,1,
     30.208ms,Unknown,0,1,1,1,
     30.2085ms,Unknown,0,1,1,1,
     30.209ms,Unknown,0,1,1,1,
     30.2095ms,Unknown,0,1,1,1,
     30.21ms,Unknown,0,1,1,1,
     30.2105ms,Unknown,0,1,1,1,
     30.211ms,Unknown,0,1,1,1,
     30.2115ms,Unknown,0,1,1,1,
     30.212ms,Unknown,0,1,1,1,
     30.2125ms,Unknown,0,1,1,1,
     30.213ms,Unknown,0,1,1,1,
     30.2135ms,Unknown,0,1,1,1,
     30.214ms,Unknown,0,1,1,1,
     30.2145ms,Unknown,0,1,1,1,
     30.215ms,Unknown,0,1,1,1,
     30.2155ms,Unknown,0,1,1,1,
     30.216ms,Unknown,0,1,1,1,
     30.2165ms,Unknown,0,1,1,1,
     30.217ms,Unknown,0,1,1,1,
     30.2175ms,Unknown,0,1,1,1,
     30.218ms,Unknown,0,1,1,1,
     30.2185ms,Unknown,0,1,1,1,
     30.219ms,Unknown,0,1,1,1,
     30.2195ms,Unknown,0,1,1,1,
     30.22ms,Unknown,0,1,1,1,
     30.2205ms,Unknown,0,1,1,1,
     30.221ms,Unknown,0,1,1,1,
     30.2215ms,Unknown,0,1,1,1,
     30.222ms,Unknown,0,1,1,1,
     30.2225ms,Unknown,0,1,1,1,
     30.223ms,Unknown,0,1,1,1,
     30.2235ms,Unknown,0,1,1,1,
     30.224ms,Unknown,0,1,1,1,
     30.2245ms,Unknown,0,1,1,1,
     30.225ms,Unknown,0,1,1,1,
     30.2255ms,Unknown,0,1,1,1,
     30.226ms,Unknown,0,1,1,1,
     30.2265ms,Unknown,0,1,1,1,
     30.227ms,Unknown,0,1,1,1,
     30.2275ms,Unknown,0,1,1,1,
     30.228ms,Unknown,0,1,1,1,
     30.2285ms,Unknown,0,1,1,1,
     30.229ms,Unknown,0,1,1,1,
     30.2295ms,Unknown,0,1,1,1,
     30.23ms,Unknown,0,1,1,1,
     30.2305ms,Unknown,0,1,1,1,
     30.231ms,Unknown,0,1,1,1,
     30.2315ms,Unknown,0,1,1,1,
     30.232ms,Unknown,0,1,1,1,
     30.2325ms,Unknown,0,1,1,1,
     30.233ms,Unknown,0,1,1,1,
     30.2335ms,Unknown,0,1,1,1,
     30.234ms,Unknown,0,1,1,1,
     30.2345ms,Unknown,0,1,1,1,
     30.235ms,Unknown,0,1,1,1,
     30.2355ms,Unknown,0,1,1,1,
     30.236ms,Unknown,0,1,1,1,
     30.2365ms,Unknown,0,1,1,1,
     30.237ms,Unknown,0,1,1,1,
     30.2375ms,Unknown,0,1,1,1,
     30.238ms,Unknown,0,1,1,1,
     30.2385ms,Unknown,0,1,1,1,
     30.239ms,Unknown,0,1,1,1,
     30.2395ms,Unknown,0,1,1,1,
     30.24ms,Unknown,0,1,1,1,
     30.2405ms,Unknown,0,1,1,1,
     30.241ms,Unknown,0,1,1,1,
     30.2415ms,Unknown,0,1,1,1,
     30.242ms,Unknown,0,1,1,1,
     30.2425ms,Unknown,0,1,1,1,
     30.243ms,Unknown,0,1,1,1,
     30.2435ms,Unknown,0,1,1,1,
     30.244ms,Unknown,0,1,1,1,
     30.2445ms,Unknown,0,1,1,1,
     30.245ms,Unknown,0,1,1,1,
     30.2455ms,Unknown,0,1,1,1,
     30.246ms,Unknown,0,1,1,1,
     30.2465ms,Unknown,0,1,1,1,
     30.247ms,Unknown,0,1,1,1,
     30.2475ms,Unknown,0,1,1,1,
     30.248ms,Unknown,0,1,1,1,
     30.2485ms,Unknown,0,1,1,1,
     30.249ms,Unknown,0,1,1,1,
     30.2495ms,Unknown,0,1,1,1,
     30.25ms,Unknown,0,1,1,1,
     30.2505ms,Unknown,0,1,1,1,
     30.251ms,Unknown,0,1,1,1,
     30.2515ms,Unknown,0,1,1,1,
     30.252ms,Unknown,0,1,1,1,
     30.2525ms,Unknown,0,1,1,1,
     30.253ms,Unknown,0,1,1,1,
     30.2535ms,Unknown,0,1,1,1,
     30.254ms,Unknown,0,1,1,1,
     30.2545ms,Unknown,0,1,1,1,
     30.255ms,Unknown,0,1,1,1,
     30.2555ms,Unknown,0,1,1,1,
     30.256ms,Unknown,0,1,1,1,
     30.2565ms,Unknown,0,1,1,1,
     30.257ms,Unknown,0,1,1,1,
     30.2575ms,Unknown,0,1,1,1,
     30.258ms,Unknown,0,1,1,1,
     30.2585ms,Unknown,0,1,1,1,
     30.259ms,Unknown,0,1,1,1,
     30.2595ms,Unknown,0,1,1,1,
     30.26ms,Unknown,0,1,1,1,
     30.2605ms,Unknown,0,1,1,1,
     30.261ms,Unknown,0,1,1,1,
     30.2615ms,Unknown,0,1,1,1,
     30.262ms,Unknown,0,1,1,1,
     30.2625ms,Unknown,0,1,1,1,
     30.263ms,Unknown,0,1,1,1,
     30.2635ms,Unknown,0,1,1,1,
     30.264ms,Unknown,0,1,1,1,
     30.2645ms,Unknown,0,1,1,1,
     30.265ms,Unknown,0,1,1,1,
     30.2655ms,Unknown,0,1,1,1,
     30.266ms,Unknown,0,1,1,1,
     30.2665ms,Unknown,0,1,1,1,
     30.267ms,Unknown,0,1,1,1,
     30.2675ms,Unknown,0,1,1,1,
     30.268ms,Unknown,0,1,1,1,
     30.2685ms,Unknown,0,1,1,1,
     30.269ms,Unknown,0,1,1,1,
     30.2695ms,Unknown,0,1,1,1,
     30.27ms,Unknown,0,1,1,1,
     30.2705ms,Unknown,0,1,1,1,
     30.271ms,Unknown,0,1,1,1,
     30.2715ms,Unknown,0,1,1,1,
     30.272ms,Unknown,0,1,1,1,
     30.2725ms,Unknown,0,1,1,1,
     30.273ms,Unknown,0,1,1,1,
     30.2735ms,Unknown,0,1,1,1,
     30.274ms,Unknown,0,1,1,1,
     30.2745ms,Unknown,0,1,1,1,
     30.275ms,Unknown,0,1,1,1,
     30.2755ms,Unknown,0,1,1,1,
     30.276ms,Unknown,0,1,1,1,
     30.2765ms,Unknown,0,1,1,1,
     30.277ms,Unknown,0,1,1,1,
     30.2775ms,Unknown,0,1,1,1,
     30.278ms,Unknown,0,1,1,1,
     30.2785ms,Unknown,0,1,1,1,
     30.279ms,Unknown,0,1,1,1,
     30.2795ms,Unknown,0,1,1,1,
     30.28ms,Unknown,0,1,1,1,
     30.2805ms,Unknown,0,1,1,1,
     30.281ms,Unknown,0,1,1,1,
     30.2815ms,Unknown,0,1,1,1,
     30.282ms,Unknown,0,1,1,1,
     30.2825ms,Unknown,0,1,1,1,
     30.283ms,Unknown,0,1,1,1,
     30.2835ms,Unknown,0,1,1,1,
     30.284ms,Unknown,0,1,1,1,
     30.2845ms,Unknown,0,1,1,1,
     30.285ms,Unknown,0,1,1,1,
     30.2855ms,Unknown,0,1,1,1,
     30.286ms,Unknown,0,1,1,1,
     30.2865ms,Unknown,0,1,1,1,
     30.287ms,Unknown,0,1,1,1,
     30.2875ms,Unknown,0,1,1,1,
     30.288ms,Unknown,0,1,1,1,
     30.2885ms,Unknown,0,1,1,1,
     30.289ms,Unknown,0,1,1,1,
     30.2895ms,Unknown,0,1,1,1,
     30.29ms,Unknown,0,1,1,1,
     30.2905ms,Unknown,0,1,1,1,
     30.291ms,Unknown,0,1,1,1,
     30.2915ms,Unknown,0,1,1,1,
     30.292ms,Unknown,0,1,1,1,
     30.2925ms,Unknown,0,1,1,1,
     30.293ms,Unknown,0,1,1,1,
     30.2935ms,Unknown,0,1,1,1,
     30.294ms,Unknown,0,1,1,1,
     30.2945ms,Unknown,0,1,1,1,
     30.295ms,Unknown,0,1,1,1,
     30.2955ms,Unknown,0,1,1,1,
     30.296ms,Unknown,0,1,1,1,
     30.2965ms,Unknown,0,1,1,1,
     30.297ms,Unknown,0,1,1,1,
     30.2975ms,Unknown,0,1,1,1,
     30.298ms,Unknown,0,1,1,1,
     30.2985ms,Unknown,0,1,1,1,
     30.299ms,Unknown,0,1,1,1,
     30.2995ms,Unknown,0,1,1,1,
     30.3ms,Unknown,0,1,1,1,
     30.3005ms,Unknown,0,1,1,1,
     30.301ms,Unknown,0,1,1,1,
     30.3015ms,Unknown,0,1,1,1,
     30.302ms,Unknown,0,1,1,1,
     30.3025ms,Unknown,0,1,1,1,
     30.303ms,Unknown,0,1,1,1,
     30.3035ms,Unknown,0,1,1,1,
     30.304ms,Unknown,0,1,1,1,
     30.3045ms,Unknown,0,1,1,1,
     30.305ms,Unknown,0,1,1,1,
     30.3055ms,Unknown,0,1,1,1,
     30.306ms,Unknown,0,1,1,1,
     30.3065ms,Unknown,0,1,1,1,
     30.307ms,Unknown,0,1,1,1,
     30.3075ms,Unknown,0,1,1,1,
     30.308ms,Unknown,0,1,1,1,
     30.3085ms,Unknown,0,1,1,1,
     30.309ms,Unknown,0,1,1,1,
     30.3095ms,Unknown,0,1,1,1,
     30.31ms,Unknown,0,1,1,1,
     30.3105ms,Unknown,0,1,1,1,
     30.311ms,Unknown,0,1,1,1,
     30.3115ms,Unknown,0,1,1,1,
     30.312ms,Unknown,0,1,1,1,
     30.3125ms,Unknown,0,1,1,1,
     30.313ms,Unknown,0,1,1,1,
     30.3135ms,Unknown,0,1,1,1,
     30.314ms,Unknown,0,1,1,1,
     30.3145ms,Unknown,0,1,1,1,
     30.315ms,Unknown,0,1,1,1,
     30.3155ms,Unknown,0,1,1,1,
     30.316ms,Unknown,0,1,1,1,
     30.3165ms,Unknown,0,1,1,1,
     30.317ms,Unknown,0,1,1,1,
     30.3175ms,Unknown,0,1,1,1,
     30.318ms,Unknown,0,1,1,1,
     30.3185ms,Unknown,0,1,1,1,
     30.319ms,Unknown,0,1,1,1,
