,,,,,,
//Sieve out the display of the data.
------------------------------------------------------------------------------------------------
The style of the Data's display of Bus is Hexadecimal.
A Bar position: 27.6975ms 	T Bar position: 0ns 	B Bar position: 27.8795ms
//Channel name,| Bus1,*A0,*A1,*A2,COUNT,
     66.285ms,Unknown,0,1,1,1,
     66.2855ms,Unknown,0,1,1,1,
     66.286ms,Unknown,0,1,1,1,
     66.2865ms,Unknown,0,1,1,1,
     66.287ms,Unknown,0,1,1,1,
     66.2875ms,Unknown,0,1,1,1,
     66.288ms,Unknown,0,1,1,1,
     66.2885ms,Unknown,0,1,1,1,
     66.289ms,Unknown,0,1,1,1,
     66.2895ms,Unknown,0,1,1,1,
     66.29ms,Unknown,0,1,1,1,
     66.2905ms,Unknown,0,1,1,1,
     66.291ms,Unknown,0,1,1,1,
     66.2915ms,Unknown,0,1,1,1,
     66.292ms,Unknown,0,1,1,1,
     66.2925ms,Unknown,0,1,1,1,
     66.293ms,Unknown,0,1,1,1,
     66.2935ms,Unknown,0,1,1,1,
     66.294ms,Unknown,0,1,1,1,
     66.2945ms,Unknown,0,1,1,1,
     66.295ms,Unknown,0,1,1,1,
     66.2955ms,Unknown,0,1,1,1,
     66.296ms,Unknown,0,1,1,1,
     66.2965ms,Unknown,0,1,1,1,
     66.297ms,Unknown,0,1,1,1,
     66.2975ms,Unknown,0,1,1,1,
     66.298ms,Unknown,0,1,1,1,
     66.2985ms,Unknown,0,1,1,1,
     66.299ms,Unknown,0,1,1,1,
     66.2995ms,Unknown,0,1,1,1,
     66.3ms,Unknown,0,1,1,1,
     66.3005ms,Unknown,0,1,1,1,
     66.301ms,Unknown,0,1,1,1,
     66.3015ms,Unknown,0,1,1,1,
     66.302ms,Unknown,0,1,1,1,
     66.3025ms,Unknown,0,1,1,1,
     66.303ms,Unknown,0,1,1,1,
     66.3035ms,Unknown,0,1,1,1,
     66.304ms,Unknown,0,1,1,1,
     66.3045ms,Unknown,0,1,1,1,
     66.305ms,Unknown,0,1,1,1,
     66.3055ms,Unknown,0,1,1,1,
     66.306ms,Unknown,0,1,1,1,
     66.3065ms,Unknown,0,1,1,1,
     66.307ms,Unknown,0,1,1,1,
     66.3075ms,Unknown,0,1,1,1,
     66.308ms,Unknown,0,1,1,1,
     66.3085ms,Unknown,0,1,1,1,
     66.309ms,Unknown,0,1,1,1,
     66.3095ms,Unknown,0,1,1,1,
     66.31ms,Unknown,0,1,1,1,
     66.3105ms,Unknown,0,1,1,1,
     66.311ms,Unknown,0,1,1,1,
     66.3115ms,Unknown,0,1,1,1,
     66.312ms,Unknown,0,1,1,1,
     66.3125ms,Unknown,0,1,1,1,
     66.313ms,Unknown,0,1,1,1,
     66.3135ms,Unknown,0,1,1,1,
     66.314ms,Unknown,0,1,1,1,
     66.3145ms,Unknown,0,1,1,1,
     66.315ms,Unknown,0,1,1,1,
     66.3155ms,Unknown,0,1,1,1,
     66.316ms,Unknown,0,1,1,1,
     66.3165ms,Unknown,0,1,1,1,
     66.317ms,Unknown,0,1,1,1,
     66.3175ms,Unknown,0,1,1,1,
     66.318ms,Unknown,0,1,1,1,
     66.3185ms,Unknown,0,1,1,1,
     66.319ms,Unknown,0,1,1,1,
     66.3195ms,Unknown,0,1,1,1,
     66.32ms,Unknown,0,1,1,1,
     66.3205ms,Unknown,0,1,1,1,
     66.321ms,Unknown,0,1,1,1,
     66.3215ms,Unknown,0,1,1,1,
     66.322ms,Unknown,0,1,1,1,
     66.3225ms,Unknown,0,1,1,1,
     66.323ms,Unknown,0,1,1,1,
     66.3235ms,Unknown,0,1,1,1,
     66.324ms,Unknown,0,1,1,1,
     66.3245ms,Unknown,0,1,1,1,
     66.325ms,Unknown,0,1,1,1,
     66.3255ms,Unknown,0,1,1,1,
     66.326ms,Unknown,0,1,1,1,
     66.3265ms,Unknown,0,1,1,1,
     66.327ms,Unknown,0,1,1,1,
     66.3275ms,Unknown,0,1,1,1,
     66.328ms,Unknown,0,1,1,1,
     66.3285ms,Unknown,0,1,1,1,
     66.329ms,Unknown,0,1,1,1,
     66.3295ms,Unknown,0,1,1,1,
     66.33ms,Unknown,0,1,1,1,
     66.3305ms,Unknown,0,1,1,1,
     66.331ms,Unknown,0,1,1,1,
     66.3315ms,Unknown,0,1,1,1,
     66.332ms,Unknown,0,1,1,1,
     66.3325ms,Unknown,0,1,1,1,
     66.333ms,Unknown,0,1,1,1,
     66.3335ms,Unknown,0,1,1,1,
     66.334ms,Unknown,0,1,1,1,
     66.3345ms,Unknown,0,1,1,1,
     66.335ms,Unknown,0,1,1,1,
     66.3355ms,Unknown,0,1,1,1,
     66.336ms,Unknown,0,1,1,1,
     66.3365ms,Unknown,0,1,1,1,
     66.337ms,Unknown,0,1,1,1,
     66.3375ms,Unknown,0,1,1,1,
     66.338ms,Unknown,0,1,1,1,
     66.3385ms,Unknown,0,1,1,1,
     66.339ms,Unknown,0,1,1,1,
     66.3395ms,Unknown,0,1,1,1,
     66.34ms,Unknown,0,1,1,1,
     66.3405ms,Unknown,0,1,1,1,
     66.341ms,Unknown,0,1,1,1,
     66.3415ms,Unknown,0,1,1,1,
     66.342ms,Unknown,0,1,1,1,
     66.3425ms,Unknown,0,1,1,1,
     66.343ms,Unknown,0,1,1,1,
     66.3435ms,Unknown,0,1,1,1,
     66.344ms,Unknown,0,1,1,1,
     66.3445ms,Unknown,0,1,1,1,
     66.345ms,Unknown,0,1,1,1,
     66.3455ms,Unknown,0,1,1,1,
     66.346ms,Unknown,0,1,1,1,
     66.3465ms,Unknown,0,1,1,1,
     66.347ms,Unknown,0,1,1,1,
     66.3475ms,Unknown,0,1,1,1,
     66.348ms,Unknown,0,1,1,1,
     66.3485ms,Unknown,0,1,1,1,
     66.349ms,Unknown,0,1,1,1,
     66.3495ms,Unknown,0,1,1,1,
     66.35ms,Unknown,0,1,1,1,
     66.3505ms,Unknown,0,1,1,1,
     66.351ms,Unknown,0,1,1,1,
     66.3515ms,Unknown,0,1,1,1,
     66.352ms,Unknown,0,1,1,1,
     66.3525ms,Unknown,0,1,1,1,
     66.353ms,Unknown,0,1,1,1,
     66.3535ms,Unknown,0,1,1,1,
     66.354ms,Unknown,0,1,1,1,
     66.3545ms,Unknown,0,1,1,1,
     66.355ms,Unknown,0,1,1,1,
     66.3555ms,Unknown,0,1,1,1,
     66.356ms,Unknown,0,1,1,1,
     66.3565ms,Unknown,0,1,1,1,
     66.357ms,Unknown,0,1,1,1,
     66.3575ms,Unknown,0,1,1,1,
     66.358ms,Unknown,0,1,1,1,
     66.3585ms,Unknown,0,1,1,1,
     66.359ms,Unknown,0,1,1,1,
     66.3595ms,Unknown,0,1,1,1,
     66.36ms,Unknown,0,1,1,1,
     66.3605ms,Unknown,0,1,1,1,
     66.361ms,Unknown,0,1,1,1,
     66.3615ms,Unknown,0,1,1,1,
     66.362ms,Unknown,0,1,1,1,
     66.3625ms,Unknown,0,1,1,1,
     66.363ms,Unknown,0,1,1,1,
     66.3635ms,Unknown,0,1,1,1,
     66.364ms,Unknown,0,1,1,1,
     66.3645ms,Unknown,0,1,1,1,
     66.365ms,Unknown,0,1,1,1,
     66.3655ms,Unknown,0,1,1,1,
     66.366ms,Unknown,0,1,1,1,
     66.3665ms,Unknown,0,1,1,1,
     66.367ms,Unknown,0,1,1,1,
     66.3675ms,Unknown,0,1,1,1,
     66.368ms,Unknown,0,1,1,1,
     66.3685ms,Unknown,0,1,1,1,
     66.369ms,Unknown,0,1,1,1,
     66.3695ms,Unknown,0,1,1,1,
     66.37ms,Unknown,0,1,1,1,
     66.3705ms,Unknown,0,1,1,1,
     66.371ms,Unknown,0,1,1,1,
     66.3715ms,Unknown,0,1,1,1,
     66.372ms,Unknown,0,1,1,1,
     66.3725ms,Unknown,0,1,1,1,
     66.373ms,Unknown,0,1,1,1,
     66.3735ms,Unknown,0,1,1,1,
     66.374ms,Unknown,0,1,1,1,
     66.3745ms,Unknown,0,1,1,1,
     66.375ms,Unknown,0,1,1,1,
     66.3755ms,Unknown,0,1,1,1,
     66.376ms,Unknown,0,1,1,1,
     66.3765ms,Unknown,0,1,1,1,
     66.377ms,Unknown,0,1,1,1,
     66.3775ms,Unknown,0,1,1,1,
     66.378ms,Unknown,0,1,1,1,
     66.3785ms,Unknown,0,1,1,1,
     66.379ms,Unknown,0,1,1,1,
     66.3795ms,Unknown,0,1,1,1,
     66.38ms,Unknown,0,1,1,1,
     66.3805ms,Unknown,0,1,1,1,
     66.381ms,Unknown,0,1,1,1,
     66.3815ms,Unknown,0,1,1,1,
     66.382ms,Unknown,0,1,1,1,
     66.3825ms,Unknown,0,1,1,1,
     66.383ms,Unknown,0,1,1,1,
     66.3835ms,Unknown,0,1,1,1,
     66.384ms,Unknown,0,1,1,1,
     66.3845ms,Unknown,0,1,1,1,
     66.385ms,Unknown,0,1,1,1,
     66.3855ms,Unknown,0,1,1,1,
     66.386ms,Unknown,0,1,1,1,
     66.3865ms,Unknown,0,1,1,1,
     66.387ms,Unknown,0,1,1,1,
     66.3875ms,Unknown,0,1,1,1,
     66.388ms,Unknown,0,1,1,1,
     66.3885ms,Unknown,0,1,1,1,
     66.389ms,Unknown,0,1,1,1,
     66.3895ms,Unknown,0,1,1,1,
     66.39ms,Unknown,0,1,1,1,
     66.3905ms,Unknown,0,1,1,1,
     66.391ms,Unknown,0,1,1,1,
     66.3915ms,Unknown,0,1,1,1,
     66.392ms,Unknown,0,1,1,1,
     66.3925ms,Unknown,0,1,1,1,
     66.393ms,Unknown,0,1,1,1,
     66.3935ms,Unknown,0,1,1,1,
     66.394ms,Unknown,0,1,1,1,
     66.3945ms,Unknown,0,1,1,1,
     66.395ms,Unknown,0,1,1,1,
     66.3955ms,Unknown,0,1,1,1,
     66.396ms,Unknown,0,1,1,1,
     66.3965ms,Unknown,0,1,1,1,
     66.397ms,Unknown,0,1,1,1,
     66.3975ms,Unknown,0,1,1,1,
     66.398ms,Unknown,0,1,1,1,
     66.3985ms,Unknown,0,1,1,1,
     66.399ms,Unknown,0,1,1,1,
     66.3995ms,Unknown,0,1,1,1,
     66.4ms,Unknown,0,1,1,1,
     66.4005ms,Unknown,0,1,1,1,
     66.401ms,Unknown,0,1,1,1,
     66.4015ms,Unknown,0,1,1,1,
     66.402ms,Unknown,0,1,1,1,
     66.4025ms,Unknown,0,1,1,1,
     66.403ms,Unknown,0,1,1,1,
     66.4035ms,Unknown,0,1,1,1,
     66.404ms,Unknown,0,1,1,1,
     66.4045ms,Unknown,0,1,1,1,
     66.405ms,Unknown,0,1,1,1,
     66.4055ms,Unknown,0,1,1,1,
     66.406ms,Unknown,0,1,1,1,
     66.4065ms,Unknown,0,1,1,1,
     66.407ms,Unknown,0,1,1,1,
     66.4075ms,Unknown,0,1,1,1,
     66.408ms,Unknown,0,1,1,1,
     66.4085ms,Unknown,0,1,1,1,
     66.409ms,Unknown,0,1,1,1,
     66.4095ms,Unknown,0,1,1,1,
     66.41ms,Unknown,0,1,1,1,
     66.4105ms,Unknown,0,1,1,1,
     66.411ms,Unknown,0,1,1,1,
     66.4115ms,Unknown,0,1,1,1,
     66.412ms,Unknown,0,1,1,1,
     66.4125ms,Unknown,0,1,1,1,
     66.413ms,Unknown,0,1,1,1,
     66.4135ms,Unknown,0,1,1,1,
     66.414ms,Unknown,0,1,1,1,
     66.4145ms,Unknown,0,1,1,1,
     66.415ms,Unknown,0,1,1,1,
     66.4155ms,Unknown,0,1,1,1,
     66.416ms,Unknown,0,1,1,1,
     66.4165ms,Unknown,0,1,1,1,
     66.417ms,Unknown,0,1,1,1,
     66.4175ms,Unknown,0,1,1,1,
     66.418ms,Unknown,0,1,1,1,
     66.4185ms,Unknown,0,1,1,1,
     66.419ms,Unknown,0,1,1,1,
     66.4195ms,Unknown,0,1,1,1,
     66.42ms,Unknown,0,1,1,1,
     66.4205ms,Unknown,0,1,1,1,
     66.421ms,Unknown,0,1,1,1,
     66.4215ms,Unknown,0,1,1,1,
     66.422ms,Unknown,0,1,1,1,
     66.4225ms,Unknown,0,1,1,1,
     66.423ms,Unknown,0,1,1,1,
     66.4235ms,Unknown,0,1,1,1,
     66.424ms,Unknown,0,1,1,1,
     66.4245ms,Unknown,0,1,1,1,
     66.425ms,Unknown,0,1,1,1,
     66.4255ms,Unknown,0,1,1,1,
     66.426ms,Unknown,0,1,1,1,
     66.4265ms,Unknown,0,1,1,1,
     66.427ms,Unknown,0,1,1,1,
     66.4275ms,Unknown,0,1,1,1,
     66.428ms,Unknown,0,1,1,1,
     66.4285ms,Unknown,0,1,1,1,
     66.429ms,Unknown,0,1,1,1,
     66.4295ms,Unknown,0,1,1,1,
     66.43ms,Unknown,0,1,1,1,
     66.4305ms,Unknown,0,1,1,1,
     66.431ms,Unknown,0,1,1,1,
     66.4315ms,Unknown,0,1,1,1,
     66.432ms,Unknown,0,1,1,1,
     66.4325ms,Unknown,0,1,1,1,
     66.433ms,Unknown,0,1,1,1,
     66.4335ms,Unknown,0,1,1,1,
     66.434ms,Unknown,0,1,1,1,
     66.4345ms,Unknown,0,1,1,1,
     66.435ms,Unknown,0,1,1,1,
     66.4355ms,Unknown,0,1,1,1,
     66.436ms,Unknown,0,1,1,1,
     66.4365ms,Unknown,0,1,1,1,
     66.437ms,Unknown,0,1,1,1,
     66.4375ms,Unknown,0,1,1,1,
     66.438ms,Unknown,0,1,1,1,
     66.4385ms,Unknown,0,1,1,1,
     66.439ms,Unknown,0,1,1,1,
     66.4395ms,Unknown,0,1,1,1,
     66.44ms,Unknown,0,1,1,1,
     66.4405ms,Unknown,0,1,1,1,
     66.441ms,Unknown,0,1,1,1,
     66.4415ms,Unknown,0,1,1,1,
     66.442ms,Unknown,0,1,1,1,
     66.4425ms,Unknown,0,1,1,1,
     66.443ms,Unknown,0,1,1,1,
     66.4435ms,Unknown,0,1,1,1,
     66.444ms,Unknown,0,1,1,1,
     66.4445ms,Unknown,0,1,1,1,
     66.445ms,Unknown,0,1,1,1,
     66.4455ms,Unknown,0,1,1,1,
     66.446ms,Unknown,0,1,1,1,
     66.4465ms,Unknown,0,1,1,1,
     66.447ms,Unknown,0,1,1,1,
     66.4475ms,Unknown,0,1,1,1,
     66.448ms,Unknown,0,1,1,1,
     66.4485ms,Unknown,0,1,1,1,
     66.449ms,Unknown,0,1,1,1,
     66.4495ms,Unknown,0,1,1,1,
     66.45ms,Unknown,0,1,1,1,
     66.4505ms,Unknown,0,1,1,1,
     66.451ms,Unknown,0,1,1,1,
     66.4515ms,Unknown,0,1,1,1,
     66.452ms,Unknown,0,1,1,1,
     66.4525ms,Unknown,0,1,1,1,
     66.453ms,Unknown,0,1,1,1,
     66.4535ms,Unknown,0,1,1,1,
     66.454ms,Unknown,0,1,1,1,
     66.4545ms,Unknown,0,1,1,1,
     66.455ms,Unknown,0,1,1,1,
     66.4555ms,Unknown,0,1,1,1,
     66.456ms,Unknown,0,1,1,1,
     66.4565ms,Unknown,0,1,1,1,
     66.457ms,Unknown,0,1,1,1,
     66.4575ms,Unknown,0,1,1,1,
     66.458ms,Unknown,0,1,1,1,
     66.4585ms,Unknown,0,1,1,1,
     66.459ms,Unknown,0,1,1,1,
     66.4595ms,Unknown,0,1,1,1,
     66.46ms,Unknown,0,1,1,1,
     66.4605ms,Unknown,0,1,1,1,
     66.461ms,Unknown,0,1,1,1,
     66.4615ms,Unknown,0,1,1,1,
     66.462ms,Unknown,0,1,1,1,
     66.4625ms,Unknown,0,1,1,1,
     66.463ms,Unknown,0,1,1,1,
     66.4635ms,Unknown,0,1,1,1,
     66.464ms,Unknown,0,1,1,1,
     66.4645ms,Unknown,0,1,1,1,
     66.465ms,Unknown,0,1,1,1,
     66.4655ms,Unknown,0,1,1,1,
     66.466ms,Unknown,0,1,1,1,
     66.4665ms,Unknown,0,1,1,1,
     66.467ms,Unknown,0,1,1,1,
     66.4675ms,Unknown,0,1,1,1,
     66.468ms,Unknown,0,1,1,1,
     66.4685ms,Unknown,0,1,1,1,
     66.469ms,Unknown,0,1,1,1,
     66.4695ms,Unknown,0,1,1,1,
     66.47ms,Unknown,0,1,1,1,
     66.4705ms,Unknown,0,1,1,1,
     66.471ms,Unknown,0,1,1,1,
     66.4715ms,Unknown,0,1,1,1,
     66.472ms,Unknown,0,1,1,1,
     66.4725ms,Unknown,0,1,1,1,
     66.473ms,Unknown,0,1,1,1,
     66.4735ms,Unknown,0,1,1,1,
     66.474ms,Unknown,0,1,1,1,
     66.4745ms,Unknown,0,1,1,1,
     66.475ms,Unknown,0,1,1,1,
     66.4755ms,Unknown,0,1,1,1,
     66.476ms,Unknown,0,1,1,1,
     66.4765ms,Unknown,0,1,1,1,
     66.477ms,Unknown,0,1,1,1,
     66.4775ms,Unknown,0,1,1,1,
     66.478ms,Unknown,0,1,1,1,
     66.4785ms,Unknown,0,1,1,1,
     66.479ms,Unknown,0,1,1,1,
     66.4795ms,Unknown,0,1,1,1,
     66.48ms,Unknown,0,1,1,1,
     66.4805ms,Unknown,0,1,1,1,
     66.481ms,Unknown,0,1,1,1,
     66.4815ms,Unknown,0,1,1,1,
     66.482ms,Unknown,0,1,1,1,
     66.4825ms,Unknown,0,1,1,1,
     66.483ms,Unknown,0,1,1,1,
     66.4835ms,Unknown,0,1,1,1,
     66.484ms,Unknown,0,1,1,1,
     66.4845ms,Unknown,0,1,1,1,
     66.485ms,Unknown,0,1,1,1,
     66.4855ms,Unknown,0,1,1,1,
     66.486ms,Unknown,0,1,1,1,
     66.4865ms,Unknown,0,1,1,1,
     66.487ms,Unknown,0,1,1,1,
     66.4875ms,Unknown,0,1,1,1,
     66.488ms,Unknown,0,1,1,1,
     66.4885ms,Unknown,0,1,1,1,
     66.489ms,Unknown,0,1,1,1,
     66.4895ms,Unknown,0,1,1,1,
     66.49ms,Unknown,0,1,1,1,
     66.4905ms,Unknown,0,1,1,1,
     66.491ms,Unknown,0,1,1,1,
     66.4915ms,Unknown,0,1,1,1,
     66.492ms,Unknown,0,1,1,1,
     66.4925ms,Unknown,0,1,1,1,
     66.493ms,Unknown,0,1,1,1,
     66.4935ms,Unknown,0,1,1,1,
     66.494ms,Unknown,0,1,1,1,
     66.4945ms,Unknown,0,1,1,1,
     66.495ms,Unknown,0,1,1,1,
     66.4955ms,Unknown,0,1,1,1,
     66.496ms,Unknown,0,1,1,1,
     66.4965ms,Unknown,0,1,1,1,
     66.497ms,Unknown,0,1,1,1,
     66.4975ms,Unknown,0,1,1,1,
     66.498ms,Unknown,0,1,1,1,
     66.4985ms,Unknown,0,1,1,1,
     66.499ms,Unknown,0,1,1,1,
     66.4995ms,Unknown,0,1,1,1,
     66.5ms,Unknown,0,1,1,1,
     66.5005ms,Unknown,0,1,1,1,
     66.501ms,Unknown,0,1,1,1,
     66.5015ms,Unknown,0,1,1,1,
     66.502ms,Unknown,0,1,1,1,
     66.5025ms,Unknown,0,1,1,1,
     66.503ms,Unknown,0,1,1,1,
     66.5035ms,Unknown,0,1,1,1,
     66.504ms,Unknown,0,1,1,1,
     66.5045ms,Unknown,0,1,1,1,
     66.505ms,Unknown,0,1,1,1,
     66.5055ms,Unknown,0,1,1,1,
     66.506ms,Unknown,0,1,1,1,
     66.5065ms,Unknown,0,1,1,1,
     66.507ms,Unknown,0,1,1,1,
     66.5075ms,Unknown,0,1,1,1,
     66.508ms,Unknown,0,1,1,1,
     66.5085ms,Unknown,0,1,1,1,
     66.509ms,Unknown,0,1,1,1,
     66.5095ms,Unknown,0,1,1,1,
     66.51ms,Unknown,0,1,1,1,
     66.5105ms,Unknown,0,1,1,1,
     66.511ms,Unknown,0,1,1,1,
     66.5115ms,Unknown,0,1,1,1,
     66.512ms,Unknown,0,1,1,1,
     66.5125ms,Unknown,0,1,1,1,
     66.513ms,Unknown,0,1,1,1,
     66.5135ms,Unknown,0,1,1,1,
     66.514ms,Unknown,0,1,1,1,
     66.5145ms,Unknown,0,1,1,1,
     66.515ms,Unknown,0,1,1,1,
     66.5155ms,Unknown,0,1,1,1,
     66.516ms,Unknown,0,1,1,1,
     66.5165ms,Unknown,0,1,1,1,
     66.517ms,Unknown,0,1,1,1,
     66.5175ms,Unknown,0,1,1,1,
     66.518ms,Unknown,0,1,1,1,
     66.5185ms,Unknown,0,1,1,1,
     66.519ms,Unknown,0,1,1,1,
     66.5195ms,Unknown,0,1,1,1,
     66.52ms,Unknown,0,1,1,1,
     66.5205ms,Unknown,0,1,1,1,
     66.521ms,Unknown,0,1,1,1,
     66.5215ms,Unknown,0,1,1,1,
     66.522ms,Unknown,0,1,1,1,
     66.5225ms,Unknown,0,1,1,1,
     66.523ms,Unknown,0,1,1,1,
     66.5235ms,Unknown,0,1,1,1,
     66.524ms,Unknown,0,1,1,1,
     66.5245ms,Unknown,0,1,1,1,
     66.525ms,Unknown,0,1,1,1,
     66.5255ms,Unknown,0,1,1,1,
     66.526ms,Unknown,0,1,1,1,
     66.5265ms,Unknown,0,1,1,1,
     66.527ms,Unknown,0,1,1,1,
     66.5275ms,Unknown,0,1,1,1,
     66.528ms,Unknown,0,1,1,1,
     66.5285ms,Unknown,0,1,1,1,
     66.529ms,Unknown,0,1,1,1,
     66.5295ms,Unknown,0,1,1,1,
     66.53ms,Unknown,0,1,1,1,
     66.5305ms,Unknown,0,1,1,1,
     66.531ms,Unknown,0,1,1,1,
     66.5315ms,Unknown,0,1,1,1,
     66.532ms,Unknown,0,1,1,1,
     66.5325ms,Unknown,0,1,1,1,
     66.533ms,Unknown,0,1,1,1,
     66.5335ms,Unknown,0,1,1,1,
     66.534ms,Unknown,0,1,1,1,
     66.5345ms,Unknown,0,1,1,1,
     66.535ms,Unknown,0,1,1,1,
     66.5355ms,Unknown,0,1,1,1,
     66.536ms,Unknown,0,1,1,1,
     66.5365ms,Unknown,0,1,1,1,
     66.537ms,Unknown,0,1,1,1,
     66.5375ms,Unknown,0,1,1,1,
     66.538ms,Unknown,0,1,1,1,
     66.5385ms,Unknown,0,1,1,1,
     66.539ms,Unknown,0,1,1,1,
     66.5395ms,Unknown,0,1,1,1,
     66.54ms,Unknown,0,1,1,1,
     66.5405ms,Unknown,0,1,1,1,
     66.541ms,Unknown,0,1,1,1,
     66.5415ms,Unknown,0,1,1,1,
     66.542ms,Unknown,0,1,1,1,
     66.5425ms,Unknown,0,1,1,1,
     66.543ms,Unknown,0,1,1,1,
     66.5435ms,Unknown,0,1,1,1,
     66.544ms,Unknown,0,1,1,1,
     66.5445ms,Unknown,0,1,1,1,
     66.545ms,Unknown,0,1,1,1,
     66.5455ms,Unknown,0,1,1,1,
     66.546ms,Unknown,0,1,1,1,
     66.5465ms,Unknown,0,1,1,1,
     66.547ms,Unknown,0,1,1,1,
     66.5475ms,Unknown,0,1,1,1,
     66.548ms,Unknown,0,1,1,1,
     66.5485ms,Unknown,0,1,1,1,
     66.549ms,Unknown,0,1,1,1,
     66.5495ms,Unknown,0,1,1,1,
     66.55ms,Unknown,0,1,1,1,
     66.5505ms,Unknown,0,1,1,1,
     66.551ms,Unknown,0,1,1,1,
     66.5515ms,Unknown,0,1,1,1,
     66.552ms,Unknown,0,1,1,1,
     66.5525ms,Unknown,0,1,1,1,
     66.553ms,Unknown,0,1,1,1,
     66.5535ms,Unknown,0,1,1,1,
     66.554ms,Unknown,0,1,1,1,
     66.5545ms,Unknown,0,1,1,1,
     66.555ms,Unknown,0,1,1,1,
     66.5555ms,Unknown,0,1,1,1,
     66.556ms,Unknown,0,1,1,1,
     66.5565ms,Unknown,0,1,1,1,
     66.557ms,Unknown,0,1,1,1,
     66.5575ms,Unknown,0,1,1,1,
     66.558ms,Unknown,0,1,1,1,
     66.5585ms,Unknown,0,1,1,1,
     66.559ms,Unknown,0,1,1,1,
     66.5595ms,Unknown,0,1,1,1,
     66.56ms,Unknown,0,1,1,1,
     66.5605ms,Unknown,0,1,1,1,
     66.561ms,Unknown,0,1,1,1,
     66.5615ms,Unknown,0,1,1,1,
     66.562ms,Unknown,0,1,1,1,
     66.5625ms,Unknown,0,1,1,1,
     66.563ms,Unknown,0,1,1,1,
     66.5635ms,Unknown,0,1,1,1,
     66.564ms,Unknown,0,1,1,1,
     66.5645ms,Unknown,0,1,1,1,
     66.565ms,Unknown,0,1,1,1,
     66.5655ms,Unknown,0,1,1,1,
     66.566ms,Unknown,0,1,1,1,
     66.5665ms,Unknown,0,1,1,1,
     66.567ms,Unknown,0,1,1,1,
     66.5675ms,Unknown,0,1,1,1,
     66.568ms,Unknown,0,1,1,1,
     66.5685ms,Unknown,0,1,1,1,
     66.569ms,Unknown,0,1,1,1,
     66.5695ms,Unknown,0,1,1,1,
     66.57ms,Unknown,0,1,1,1,
     66.5705ms,Unknown,0,1,1,1,
     66.571ms,Unknown,0,1,1,1,
     66.5715ms,Unknown,0,1,1,1,
     66.572ms,Unknown,0,1,1,1,
     66.5725ms,Unknown,0,1,1,1,
     66.573ms,Unknown,0,1,1,1,
     66.5735ms,Unknown,0,1,1,1,
     66.574ms,Unknown,0,1,1,1,
     66.5745ms,Unknown,0,1,1,1,
     66.575ms,Unknown,0,1,1,1,
     66.5755ms,Unknown,0,1,1,1,
     66.576ms,Unknown,0,1,1,1,
     66.5765ms,Unknown,0,1,1,1,
     66.577ms,Unknown,0,1,1,1,
     66.5775ms,Unknown,0,1,1,1,
     66.578ms,Unknown,0,1,1,1,
     66.5785ms,Unknown,0,1,1,1,
     66.579ms,Unknown,0,1,1,1,
     66.5795ms,Unknown,0,1,1,1,
     66.58ms,Unknown,0,1,1,1,
     66.5805ms,Unknown,0,1,1,1,
     66.581ms,Unknown,0,1,1,1,
     66.5815ms,Unknown,0,1,1,1,
     66.582ms,Unknown,0,1,1,1,
     66.5825ms,Unknown,0,1,1,1,
     66.583ms,Unknown,0,1,1,1,
     66.5835ms,Unknown,0,1,1,1,
     66.584ms,Unknown,0,1,1,1,
     66.5845ms,Unknown,0,1,1,1,
     66.585ms,Unknown,0,1,1,1,
     66.5855ms,Unknown,0,1,1,1,
     66.586ms,Unknown,0,1,1,1,
     66.5865ms,Unknown,0,1,1,1,
     66.587ms,Unknown,0,1,1,1,
     66.5875ms,Unknown,0,1,1,1,
     66.588ms,Unknown,0,1,1,1,
     66.5885ms,Unknown,0,1,1,1,
     66.589ms,Unknown,0,1,1,1,
     66.5895ms,Unknown,0,1,1,1,
     66.59ms,Unknown,0,1,1,1,
     66.5905ms,Unknown,0,1,1,1,
     66.591ms,Unknown,0,1,1,1,
     66.5915ms,Unknown,0,1,1,1,
     66.592ms,Unknown,0,1,1,1,
     66.5925ms,Unknown,0,1,1,1,
     66.593ms,Unknown,0,1,1,1,
     66.5935ms,Unknown,0,1,1,1,
     66.594ms,Unknown,0,1,1,1,
     66.5945ms,Unknown,0,1,1,1,
     66.595ms,Unknown,0,1,1,1,
     66.5955ms,Unknown,0,1,1,1,
     66.596ms,Unknown,0,1,1,1,
     66.5965ms,Unknown,0,1,1,1,
     66.597ms,Unknown,0,1,1,1,
     66.5975ms,Unknown,0,1,1,1,
     66.598ms,Unknown,0,1,1,1,
     66.5985ms,Unknown,0,1,1,1,
     66.599ms,Unknown,0,1,1,1,
     66.5995ms,Unknown,0,1,1,1,
     66.6ms,Unknown,0,1,1,1,
     66.6005ms,Unknown,0,1,1,1,
     66.601ms,Unknown,0,1,1,1,
     66.6015ms,Unknown,0,1,1,1,
     66.602ms,Unknown,0,1,1,1,
     66.6025ms,Unknown,0,1,1,1,
     66.603ms,Unknown,0,1,1,1,
     66.6035ms,Unknown,0,1,1,1,
     66.604ms,Unknown,0,1,1,1,
     66.6045ms,Unknown,0,1,1,1,
     66.605ms,Unknown,0,1,1,1,
     66.6055ms,Unknown,0,1,1,1,
     66.606ms,Unknown,0,1,1,1,
     66.6065ms,Unknown,0,1,1,1,
     66.607ms,Unknown,0,1,1,1,
