Time[s], Channel 0
-0.016291250000000, 1
-0.000025500000000, 0
0.000000000000000, 1
0.001637250000000, 0
0.001662750000000, 1
0.008311750000000, 0
0.008337500000000, 1
0.028314250000000, 0
0.028340000000000, 1
0.029981000000000, 0
0.030006750000000, 1
0.036641750000000, 0
0.036667250000000, 1
0.056644250000000, 0
0.056669750000000, 1
0.058322000000000, 0
0.058347500000000, 1
0.065096500000000, 0
0.065122250000000, 1
0.085099000000000, 0
0.085124750000000, 1
0.086642750000000, 0
0.086668500000000, 1
0.093326500000000, 0
0.093352000000000, 1
0.113328750000000, 0
0.113354500000000, 1
0.114977750000000, 0
0.115003250000000, 1
0.121647250000000, 0
0.121673000000000, 1
0.141649750000000, 0
0.141675250000000, 1
0.143326500000000, 0
0.143352250000000, 1
0.149982000000000, 0
0.150007750000000, 1
0.169984500000000, 0
0.170010000000000, 1
0.171648250000000, 0
0.171674000000000, 1
0.178451000000000, 0
0.178476750000000, 1
0.198453500000000, 0
0.198479000000000, 1
0.200079250000000, 0
0.200105000000000, 1
0.206653000000000, 0
0.206678500000000, 1
0.226655250000000, 0
0.226681000000000, 1
0.228332000000000, 0
0.228357750000000, 1
0.235084750000000, 0
0.235110250000000, 1
0.255087250000000, 0
0.255112750000000, 1
0.256662000000000, 0
0.256687500000000, 1
0.263336750000000, 0
0.263362250000000, 1
0.283339000000000, 0
0.283364750000000, 1
0.285095750000000, 0
0.285121500000000, 1
0.291777500000000, 0
0.291803250000000, 1
0.311780000000000, 0
0.311805500000000, 1
0.313323750000000, 0
0.313349250000000, 1
0.320093250000000, 0
0.320118750000000, 1
0.340095750000000, 0
0.340121250000000, 1
0.341666500000000, 0
0.341692000000000, 1
0.348334250000000, 0
0.348359750000000, 1
0.368336500000000, 0
0.368362250000000, 1
0.370096500000000, 0
0.370122000000000, 1
0.376663000000000, 0
0.376688750000000, 1
0.396665500000000, 0
0.396691000000000, 1
0.398331250000000, 0
0.398356750000000, 1
0.405117000000000, 0
0.405142500000000, 1
0.425119250000000, 0
0.425145000000000, 1
0.426663000000000, 0
0.426688500000000, 1
0.433334750000000, 0
0.433360250000000, 1
0.453337250000000, 0
0.453362750000000, 1
